HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,TOTAL,,"3,612","$900,872.25 ","$713,682.22 "
11012,SG,,42,"$12,713.99 ","$10,130.53 "
,80'S,,18,$756.70 ,$605.37 
,OTHER,,"6,660","$1,962,341.71 ","$1,544,277.78 "
,TOTAL,,"6,720","$1,975,812.40 ","$1,555,013.68 "
11040,OTHER,,"1,221,170","$41,471,200.35 ","$31,170,979.64 "
,TOTAL,,"1,221,170","$41,471,200.35 ","$31,170,979.64 "
11041,OTHER,,"680,705","$33,419,227.94 ","$25,569,315.82 "
,TOTAL,,"680,705","$33,419,227.94 ","$25,569,315.82 "
11042,SG,,"2,527","$942,208.55 ","$749,759.85 "
,OTHER,,"816,789","$50,854,349.33 ","$39,705,509.00 "
,TOTAL,,"819,316","$51,796,557.88 ","$40,455,268.85 "
11043,SG,,838,"$308,092.31 ","$244,974.68 "
,80'S,,2,$37.76 ,$30.21 
,OTHER,,"174,801","$29,887,323.35 ","$23,698,103.91 "
,TOTAL,,"175,641","$30,195,453.42 ","$23,943,108.80 "
11044,SG,,791,"$290,825.99 ","$229,728.44 "
,80'S,,1,$14.02 ,$11.22 
,OTHER,,"47,893","$10,763,290.90 ","$8,529,967.10 "
,TOTAL,,"48,685","$11,054,130.91 ","$8,759,706.76 "
11055,80'S,,1,$6.04 ,$4.83 
,OTHER,,"579,653","$19,658,188.38 ","$14,522,656.40 "
,TOTAL,,"579,654","$19,658,194.42 ","$14,522,661.23 "
11056,OTHER,,"1,158,477","$50,881,599.74 ","$37,722,392.45 "
,TOTAL,,"1,158,477","$50,881,599.74 ","$37,722,392.45 "
11057,OTHER,,"239,402","$12,685,207.82 ","$9,407,049.55 "
,TOTAL,,"239,402","$12,685,207.82 ","$9,407,049.55 "
11100,OTHER,,"1,858,678","$134,816,581.30 ","$100,557,622.17 "
,TOTAL,,"1,858,678","$134,816,581.30 ","$100,557,622.17 "
11101,OTHER,,"753,321","$23,103,590.73 ","$18,167,737.12 "
,TOTAL,,"753,321","$23,103,590.73 ","$18,167,737.12 "
11200,OTHER,,"111,345","$7,122,005.11 ","$5,122,496.63 "
,TOTAL,,"111,345","$7,122,005.11 ","$5,122,496.63 "
11201,OTHER,,"13,977","$387,940.73 ","$298,981.81 "
,TOTAL,,"13,977","$387,940.73 ","$298,981.81 "
11300,OTHER,,"85,125","$3,073,631.12 ","$2,277,958.67 "
,TOTAL,,"85,125","$3,073,631.12 ","$2,277,958.67 "
11301,OTHER,,"154,154","$8,365,766.66 ","$6,296,828.53 "
,TOTAL,,"154,154","$8,365,766.66 ","$6,296,828.53 "
11302,OTHER,,"93,553","$6,757,050.72 ","$5,136,883.52 "
,TOTAL,,"93,553","$6,757,050.72 ","$5,136,883.52 "
11303,OTHER,,"16,195","$1,497,040.41 ","$1,139,129.26 "
,TOTAL,,"16,195","$1,497,040.41 ","$1,139,129.26 "
11305,OTHER,,"111,583","$4,973,852.82 ","$3,689,517.97 "
,TOTAL,,"111,583","$4,973,852.82 ","$3,689,517.97 "
11306,OTHER,,"88,396","$5,504,024.55 ","$4,156,931.39 "
,TOTAL,,"88,396","$5,504,024.55 ","$4,156,931.39 "
11307,OTHER,,"40,772","$3,078,826.95 ","$2,336,104.84 "
,TOTAL,,"40,772","$3,078,826.95 ","$2,336,104.84 "
11308,OTHER,,"10,726","$896,483.31 ","$687,857.72 "
,TOTAL,,"10,726","$896,483.31 ","$687,857.72 "
11310,80'S,,1,$4.47 ,$3.58 
,OTHER,,"99,239","$4,933,312.23 ","$3,671,482.95 "
,TOTAL,,"99,240","$4,933,316.70 ","$3,671,486.53 "
11311,OTHER,,"123,477","$8,365,687.80 ","$6,295,083.63 "
,TOTAL,,"123,477","$8,365,687.80 ","$6,295,083.63 "
11312,OTHER,,"51,965","$4,329,544.87 ","$3,285,417.62 "
,TOTAL,,"51,965","$4,329,544.87 ","$3,285,417.62 "
11313,OTHER,,"8,190","$923,954.02 ","$709,125.75 "
,TOTAL,,"8,190","$923,954.02 ","$709,125.75 "
11400,OTHER,,"58,026","$4,826,422.41 ","$3,632,456.64 "
,TOTAL,,"58,026","$4,826,422.41 ","$3,632,456.64 "
11401,OTHER,,"102,441","$9,748,492.25 ","$7,404,768.30 "
,TOTAL,,"102,441","$9,748,492.25 ","$7,404,768.30 "
11402,OTHER,,"118,983","$12,834,925.06 ","$9,820,664.72 "
,TOTAL,,"118,983","$12,834,925.06 ","$9,820,664.72 "
11403,OTHER,,"56,356","$6,949,291.47 ","$5,343,417.74 "
,TOTAL,,"56,356","$6,949,291.47 ","$5,343,417.74 "
11404,SG,,"1,258","$354,632.73 ","$281,426.08 "
,OTHER,,"22,121","$3,007,733.45 ","$2,320,290.44 "
,TOTAL,,"23,379","$3,362,366.18 ","$2,601,716.52 "
11406,SG,,"1,668","$654,916.78 ","$517,197.43 "
,OTHER,,"23,051","$3,846,901.50 ","$2,993,171.82 "
,TOTAL,,"24,719","$4,501,818.28 ","$3,510,369.25 "
11420,OTHER,,"37,264","$3,021,232.34 ","$2,287,975.94 "
,TOTAL,,"37,264","$3,021,232.34 ","$2,287,975.94 "
11421,OTHER,,"49,693","$5,145,121.27 ","$3,924,409.98 "
,TOTAL,,"49,693","$5,145,121.27 ","$3,924,409.98 "
11422,OTHER,,"50,797","$5,980,589.27 ","$4,568,451.08 "
,TOTAL,,"50,797","$5,980,589.27 ","$4,568,451.08 "
11423,OTHER,,"21,394","$2,971,005.43 ","$2,283,533.10 "
,TOTAL,,"21,394","$2,971,005.43 ","$2,283,533.10 "
11424,SG,,711,"$281,214.97 ","$222,625.66 "
,OTHER,,"7,340","$1,145,279.43 ","$884,686.79 "
,TOTAL,,"8,051","$1,426,494.40 ","$1,107,312.45 "
11426,SG,,512,"$201,127.44 ","$158,637.04 "
,OTHER,,"5,504","$1,229,039.88 ","$962,866.96 "
,TOTAL,,"6,016","$1,430,167.32 ","$1,121,504.00 "
11440,OTHER,,"72,696","$7,074,361.94 ","$5,361,229.38 "
,TOTAL,,"72,696","$7,074,361.94 ","$5,361,229.38 "
11441,OTHER,,"81,044","$9,277,190.87 ","$7,101,595.79 "
,TOTAL,,"81,044","$9,277,190.87 ","$7,101,595.79 "
11442,OTHER,,"59,720","$7,576,204.41 ","$5,832,590.58 "
,TOTAL,,"59,720","$7,576,204.41 ","$5,832,590.58 "
11443,OTHER,,"16,928","$2,655,460.73 ","$2,062,925.09 "
,TOTAL,,"16,928","$2,655,460.73 ","$2,062,925.09 "
11444,SG,,656,"$176,136.94 ","$140,395.85 "
,OTHER,,"5,027","$1,044,085.63 ","$813,580.19 "
,TOTAL,,"5,683","$1,220,222.57 ","$953,976.04 "
11446,SG,,253,"$91,187.47 ","$72,240.27 "
,OTHER,,"3,110","$787,723.70 ","$619,681.47 "
,TOTAL,,"3,363","$878,911.17 ","$691,921.74 "
11450,SG,,64,"$25,986.53 ","$20,533.58 "
,OTHER,,721,"$110,418.04 ","$86,579.02 "
,TOTAL,,785,"$136,404.57 ","$107,112.60 "
11451,SG,,20,"$8,308.22 ","$6,598.10 "
,OTHER,,238,"$46,887.09 ","$36,725.86 "
,TOTAL,,258,"$55,195.31 ","$43,323.96 "
11462,SG,,30,"$11,592.94 ","$8,828.25 "
,80'S,,2,$26.58 ,$21.27 
,OTHER,,319,"$43,117.82 ","$33,301.81 "
,TOTAL,,351,"$54,737.34 ","$42,151.33 "
11463,SG,,8,"$3,430.22 ","$2,673.48 "
,OTHER,,132,"$25,702.47 ","$20,165.43 "
,TOTAL,,140,"$29,132.69 ","$22,838.91 "
11470,SG,,21,"$8,699.38 ","$6,774.67 "
,OTHER,,366,"$62,781.91 ","$49,038.97 "
,TOTAL,,387,"$71,481.29 ","$55,813.64 "
11471,SG,,5,"$2,344.68 ","$1,875.74 "
,80'S,,1,$18.93 ,$15.14 
,OTHER,,161,"$34,949.00 ","$27,699.14 "
,TOTAL,,167,"$37,312.61 ","$29,590.02 "
11600,OTHER,,"9,220","$1,027,130.63 ","$788,667.97 "
,TOTAL,,"9,220","$1,027,130.63 ","$788,667.97 "
11601,80'S,,1,$10.73 ,$8.58 
,OTHER,,"41,490","$5,121,796.43 ","$3,949,902.67 "
,TOTAL,,"41,491","$5,121,807.16 ","$3,949,911.25 "
11602,OTHER,,"115,285","$13,912,923.80 ","$10,819,045.77 "
,TOTAL,,"115,285","$13,912,923.80 ","$10,819,045.77 "
11603,OTHER,,"57,379","$7,512,891.44 ","$5,862,174.68 "
,TOTAL,,"57,379","$7,512,891.44 ","$5,862,174.68 "
11604,SG,,888,"$298,153.70 ","$236,931.33 "
,OTHER,,"21,808","$3,434,451.20 ","$2,689,830.02 "
,TOTAL,,"22,696","$3,732,604.90 ","$2,926,761.35 "
11606,SG,,"1,227","$430,061.94 ","$340,211.83 "
,OTHER,,"20,456","$3,956,296.41 ","$3,122,055.94 "
,TOTAL,,"21,683","$4,386,358.35 ","$3,462,267.77 "
11620,OTHER,,"5,307","$543,137.31 ","$414,353.27 "
,TOTAL,,"5,307","$543,137.31 ","$414,353.27 "
11621,OTHER,,"22,302","$2,669,828.03 ","$2,060,533.63 "
,TOTAL,,"22,302","$2,669,828.03 ","$2,060,533.63 "
11622,OTHER,,"51,368","$6,733,180.75 ","$5,239,675.28 "
,TOTAL,,"51,368","$6,733,180.75 ","$5,239,675.28 "
11623,OTHER,,"22,089","$3,512,743.25 ","$2,745,097.71 "
,TOTAL,,"22,089","$3,512,743.25 ","$2,745,097.71 "
11624,SG,,539,"$177,829.16 ","$141,811.25 "
,OTHER,,"7,924","$1,466,768.93 ","$1,153,066.17 "
,TOTAL,,"8,463","$1,644,598.09 ","$1,294,877.42 "
11626,SG,,493,"$160,317.73 ","$126,493.68 "
,OTHER,,"6,285","$1,430,382.11 ","$1,130,635.10 "
,TOTAL,,"6,778","$1,590,699.84 ","$1,257,128.78 "
11640,80'S,,1,$9.44 ,$7.55 
,OTHER,,"29,634","$3,335,797.70 ","$2,553,700.32 "
,TOTAL,,"29,635","$3,335,807.14 ","$2,553,707.87 "
11641,OTHER,,"98,642","$13,798,189.24 ","$10,691,281.27 "
,TOTAL,,"98,642","$13,798,189.24 ","$10,691,281.27 "
11642,80'S,,1,$10.87 ,$8.70 
,OTHER,,"149,251","$25,022,434.90 ","$19,551,539.40 "
,TOTAL,,"149,252","$25,022,445.77 ","$19,551,548.10 "
11643,OTHER,,"49,481","$9,596,071.46 ","$7,538,449.36 "
,TOTAL,,"49,481","$9,596,071.46 ","$7,538,449.36 "
11644,SG,,"1,494","$463,789.17 ","$367,172.04 "
,OTHER,,"15,550","$3,694,193.45 ","$2,917,337.76 "
,TOTAL,,"17,044","$4,157,982.62 ","$3,284,509.80 "
11646,SG,,953,"$290,988.75 ","$231,355.20 "
,OTHER,,"9,459","$3,066,137.62 ","$2,429,699.85 "
,TOTAL,,"10,412","$3,357,126.37 ","$2,661,055.05 "
11719,OTHER,,"1,287,603","$14,730,371.21 ","$10,875,762.41 "
,TOTAL,,"1,287,603","$14,730,371.21 ","$10,875,762.41 "
11720,OTHER,,"1,726,225","$42,557,243.99 ","$30,934,492.51 "
,TOTAL,,"1,726,225","$42,557,243.99 ","$30,934,492.51 "
11721,OTHER,,"6,105,300","$224,303,268.68 ","$162,884,372.05 "
,TOTAL,,"6,105,300","$224,303,268.68 ","$162,884,372.05 "
11730,OTHER,,"664,146","$48,688,858.96 ","$36,404,501.87 "
,TOTAL,,"664,146","$48,688,858.96 ","$36,404,501.87 "
11732,OTHER,,"86,817","$3,006,420.88 ","$2,339,033.49 "
,TOTAL,,"86,817","$3,006,420.88 ","$2,339,033.49 "
11740,80'S,,1,$1.68 ,$1.34 
,OTHER,,"31,835","$1,233,489.51 ","$938,875.20 "
,TOTAL,,"31,836","$1,233,491.19 ","$938,876.54 "
11750,OTHER,,"252,324","$30,607,886.08 ","$23,208,539.35 "
,TOTAL,,"252,324","$30,607,886.08 ","$23,208,539.35 "
11752,OTHER,,"2,508","$367,287.07 ","$284,531.33 "
,TOTAL,,"2,508","$367,287.07 ","$284,531.33 "
11755,OTHER,,"21,724","$1,831,705.38 ","$1,416,065.73 "
,TOTAL,,"21,724","$1,831,705.38 ","$1,416,065.73 "
11760,OTHER,,"5,095","$449,001.53 ","$343,938.00 "
,TOTAL,,"5,095","$449,001.53 ","$343,938.00 "
11762,OTHER,,806,"$130,480.10 ","$99,934.16 "
,TOTAL,,806,"$130,480.10 ","$99,934.16 "
11765,OTHER,,"84,968","$5,031,350.90 ","$3,771,756.19 "
,TOTAL,,"84,968","$5,031,350.90 ","$3,771,756.19 "
11770,SG,,52,"$26,604.15 ","$20,912.50 "
,OTHER,,492,"$73,446.75 ","$56,192.66 "
,TOTAL,,544,"$100,050.90 ","$77,105.16 "
11771,SG,,56,"$28,463.08 ","$22,079.05 "
,OTHER,,539,"$191,717.32 ","$149,829.69 "
,TOTAL,,595,"$220,180.40 ","$171,908.74 "
11772,SG,,23,"$11,898.63 ","$9,478.05 "
,OTHER,,384,"$162,338.52 ","$127,352.27 "
,TOTAL,,407,"$174,237.15 ","$136,830.32 "
11900,OTHER,,"113,591","$4,605,329.92 ","$3,379,777.30 "
,TOTAL,,"113,591","$4,605,329.92 ","$3,379,777.30 "
11901,OTHER,,"55,953","$3,023,486.32 ","$2,245,677.70 "
,TOTAL,,"55,953","$3,023,486.32 ","$2,245,677.70 "
11920,OTHER,,262,"$30,091.63 ","$23,589.21 "
,TOTAL,,262,"$30,091.63 ","$23,589.21 "
11921,OTHER,,353,"$53,831.27 ","$41,658.57 "
,TOTAL,,353,"$53,831.27 ","$41,658.57 "
11922,OTHER,,30,$868.35 ,$654.58 
,TOTAL,,30,$868.35 ,$654.58 
11950,OTHER,,30,"$1,693.74 ","$1,333.87 "
,TOTAL,,30,"$1,693.74 ","$1,333.87 "
11951,80'S,,1,$11.44 ,$9.15 
,OTHER,,58,"$4,444.64 ","$3,399.80 "
,TOTAL,,59,"$4,456.08 ","$3,408.95 "
11952,OTHER,,12,"$1,206.26 ",$965.02 
,TOTAL,,12,"$1,206.26 ",$965.02 
11954,OTHER,,38,"$3,422.87 ","$2,738.27 "
,TOTAL,,38,"$3,422.87 ","$2,738.27 "
11960,SG,,12,"$4,232.34 ","$3,228.49 "
,OTHER,,287,"$182,719.68 ","$143,785.58 "
,TOTAL,,299,"$186,952.02 ","$147,014.07 "
11970,SG,,181,"$64,743.68 ","$51,484.28 "
,OTHER,,"1,213","$353,704.96 ","$276,314.89 "
,TOTAL,,"1,394","$418,448.64 ","$327,799.17 "
11971,SG,,45,"$11,793.90 ","$9,214.06 "
,OTHER,,392,"$64,260.74 ","$50,412.47 "
,TOTAL,,437,"$76,054.64 ","$59,626.53 "
11976,OTHER,,30,"$3,073.71 ","$2,008.01 "
,TOTAL,,30,"$3,073.71 ","$2,008.01 "
11980,OTHER,,"2,772","$263,827.52 ","$199,882.19 "
,TOTAL,,"2,772","$263,827.52 ","$199,882.19 "
11981,80'S,,4,$31.78 ,$25.43 
,OTHER,,"10,223","$1,104,992.58 ","$869,233.01 "
,TOTAL,,"10,227","$1,105,024.36 ","$869,258.44 "
11982,80'S,,2,$23.01 ,$18.41 
,OTHER,,945,"$110,757.14 ","$85,245.44 "
,TOTAL,,947,"$110,780.15 ","$85,263.85 "
11983,80'S,,1,$15.22 ,$12.18 
,OTHER,,"4,804","$1,000,630.20 ","$788,542.68 "
,TOTAL,,"4,805","$1,000,645.42 ","$788,554.86 "
12001,OTHER,,"172,778","$15,374,093.45 ","$11,563,362.04 "
,TOTAL,,"172,778","$15,374,093.45 ","$11,563,362.04 "
12002,OTHER,,"133,874","$14,474,065.29 ","$11,007,857.11 "
,TOTAL,,"133,874","$14,474,065.29 ","$11,007,857.11 "
12004,OTHER,,"18,706","$2,335,030.43 ","$1,803,403.17 "
,TOTAL,,"18,706","$2,335,030.43 ","$1,803,403.17 "
12005,SG,,9,"$3,585.97 ","$2,868.78 "
,OTHER,,"4,849","$744,721.21 ","$580,380.32 "
,TOTAL,,"4,858","$748,307.18 ","$583,249.10 "
12006,OTHER,,912,"$177,521.34 ","$139,603.38 "
,TOTAL,,912,"$177,521.34 ","$139,603.38 "
12007,OTHER,,343,"$74,913.53 ","$59,183.34 "
,TOTAL,,343,"$74,913.53 ","$59,183.34 "
12011,OTHER,,"83,828","$7,295,960.42 ","$5,611,279.76 "
,TOTAL,,"83,828","$7,295,960.42 ","$5,611,279.76 "
12013,OTHER,,"47,544","$5,350,208.08 ","$4,141,728.76 "
,TOTAL,,"47,544","$5,350,208.08 ","$4,141,728.76 "
12014,OTHER,,"6,302","$835,505.64 ","$649,100.86 "
,TOTAL,,"6,302","$835,505.64 ","$649,100.86 "
12015,OTHER,,"2,816","$468,635.82 ","$366,928.24 "
,TOTAL,,"2,816","$468,635.82 ","$366,928.24 "
12016,OTHER,,413,"$86,804.86 ","$68,406.87 "
,TOTAL,,413,"$86,804.86 ","$68,406.87 "
12017,OTHER,,70,"$16,401.14 ","$12,946.93 "
,TOTAL,,70,"$16,401.14 ","$12,946.93 "
12018,OTHER,,27,"$6,745.87 ","$5,396.71 "
,TOTAL,,27,"$6,745.87 ","$5,396.71 "
12020,SG,,170,"$51,533.34 ","$40,603.51 "
,OTHER,,"4,299","$667,544.51 ","$524,006.44 "
,TOTAL,,"4,469","$719,077.85 ","$564,609.95 "
12021,SG,,12,"$3,212.42 ","$2,569.95 "
,OTHER,,"3,948","$459,186.03 ","$363,059.84 "
,TOTAL,,"3,960","$462,398.45 ","$365,629.79 "
12031,OTHER,,"43,429","$5,311,823.68 ","$4,154,445.13 "
,TOTAL,,"43,429","$5,311,823.68 ","$4,154,445.13 "
12032,80'S,,1,$13.33 ,$10.66 
,OTHER,,"122,170","$20,449,795.58 ","$16,066,085.44 "
,TOTAL,,"122,171","$20,449,808.91 ","$16,066,096.10 "
12034,SG,,517,"$173,158.82 ","$137,123.84 "
,OTHER,,"16,030","$2,672,917.40 ","$2,101,610.85 "
,TOTAL,,"16,547","$2,846,076.22 ","$2,238,734.69 "
12035,SG,,96,"$32,853.72 ","$25,811.52 "
,OTHER,,"4,041","$708,160.26 ","$558,198.61 "
,TOTAL,,"4,137","$741,013.98 ","$584,010.13 "
12036,SG,,30,"$8,701.69 ","$6,961.34 "
,OTHER,,965,"$212,321.14 ","$167,449.96 "
,TOTAL,,995,"$221,022.83 ","$174,411.30 "
12037,SG,,13,"$4,736.71 ","$3,776.06 "
,80'S,,7,$161.14 ,$128.90 
,OTHER,,505,"$119,996.01 ","$94,753.47 "
,TOTAL,,525,"$124,893.86 ","$98,658.43 "
12041,OTHER,,"16,835","$2,244,807.71 ","$1,742,890.52 "
,TOTAL,,"16,835","$2,244,807.71 ","$1,742,890.52 "
12042,OTHER,,"32,392","$5,865,709.43 ","$4,600,413.99 "
,TOTAL,,"32,392","$5,865,709.43 ","$4,600,413.99 "
12044,SG,,45,"$14,775.52 ","$11,820.38 "
,OTHER,,"2,212","$365,405.98 ","$286,358.71 "
,TOTAL,,"2,257","$380,181.50 ","$298,179.09 "
12045,SG,,5,"$1,316.92 ","$1,053.55 "
,OTHER,,415,"$74,343.62 ","$58,098.02 "
,TOTAL,,420,"$75,660.54 ","$59,151.57 "
12046,80'S,,1,$42.16 ,$33.73 
,OTHER,,140,"$31,580.32 ","$24,909.58 "
,TOTAL,,141,"$31,622.48 ","$24,943.31 "
12047,SG,,1,$213.24 ,$170.59 
,80'S,,1,$21.91 ,$17.52 
,OTHER,,52,"$12,386.35 ","$9,554.01 "
,TOTAL,,54,"$12,621.50 ","$9,742.12 "
12051,OTHER,,"62,048","$9,698,318.21 ","$7,634,721.78 "
,TOTAL,,"62,048","$9,698,318.21 ","$7,634,721.78 "
12052,OTHER,,"70,191","$10,855,373.16 ","$8,560,321.01 "
,TOTAL,,"70,191","$10,855,373.16 ","$8,560,321.01 "
12053,OTHER,,"9,558","$1,638,831.80 ","$1,292,664.34 "
,TOTAL,,"9,558","$1,638,831.80 ","$1,292,664.34 "
12054,SG,,119,"$40,337.64 ","$32,189.36 "
,OTHER,,"3,510","$657,182.51 ","$518,945.30 "
,TOTAL,,"3,629","$697,520.15 ","$551,134.66 "
12055,SG,,23,"$7,026.24 ","$5,511.10 "
,OTHER,,516,"$114,336.49 ","$89,912.63 "
,TOTAL,,539,"$121,362.73 ","$95,423.73 "
12056,SG,,5,"$1,773.26 ","$1,418.60 "
,OTHER,,87,"$22,469.10 ","$17,679.70 "
,TOTAL,,92,"$24,242.36 ","$19,098.30 "
12057,SG,,3,"$1,339.53 ","$1,071.63 "
,OTHER,,88,"$24,742.32 ","$19,197.36 "
,TOTAL,,91,"$26,081.85 ","$20,268.99 "
13100,SG,,224,"$82,955.95 ","$65,394.57 "
,OTHER,,"3,308","$663,558.34 ","$521,962.23 "
,TOTAL,,"3,532","$746,514.29 ","$587,356.80 "
13101,SG,,"1,633","$768,147.12 ","$610,014.70 "
,OTHER,,"28,899","$7,159,892.11 ","$5,647,283.98 "
,TOTAL,,"30,532","$7,928,039.23 ","$6,257,298.68 "
13102,OTHER,,"8,331","$602,747.11 ","$475,723.55 "
,TOTAL,,"8,331","$602,747.11 ","$475,723.55 "
13120,SG,,336,"$124,492.30 ","$98,263.67 "
,OTHER,,"4,556","$981,866.79 ","$770,829.76 "
,TOTAL,,"4,892","$1,106,359.09 ","$869,093.43 "
13121,SG,,"2,435","$1,163,204.82 ","$923,069.14 "
,80'S,,1,$21.24 ,$16.99 
,OTHER,,"41,874","$11,480,438.79 ","$9,066,779.92 "
,TOTAL,,"44,310","$12,643,664.85 ","$9,989,866.05 "
13122,80'S,,14,$191.24 ,$152.99 
,OTHER,,"9,286","$769,021.25 ","$610,714.63 "
,TOTAL,,"9,300","$769,212.49 ","$610,867.62 "
13131,SG,,"1,641","$638,075.32 ","$505,378.63 "
,80'S,,1,$37.75 ,$30.20 
,OTHER,,"21,798","$5,364,749.72 ","$4,228,888.07 "
,TOTAL,,"23,440","$6,002,862.79 ","$4,734,296.90 "
13132,SG,,"6,161","$2,978,552.96 ","$2,364,445.15 "
,OTHER,,"100,565","$35,905,976.37 ","$28,428,392.99 "
,TOTAL,,"106,726","$38,884,529.33 ","$30,792,838.14 "
13133,OTHER,,"7,215","$904,460.42 ","$718,265.69 "
,TOTAL,,"7,215","$904,460.42 ","$718,265.69 "
13150,SG,,279,"$130,196.20 ","$103,482.09 "
,OTHER,,"2,561","$708,368.67 ","$556,218.19 "
,TOTAL,,"2,840","$838,564.87 ","$659,700.28 "
13151,SG,,"1,631","$786,669.92 ","$623,491.67 "
,OTHER,,"20,643","$6,445,298.91 ","$5,089,673.69 "
,TOTAL,,"22,274","$7,231,968.83 ","$5,713,165.36 "
13152,SG,,"1,693","$817,138.71 ","$646,335.40 "
,OTHER,,"28,174","$11,468,614.21 ","$9,071,456.93 "
,TOTAL,,"29,867","$12,285,752.92 ","$9,717,792.33 "
13153,OTHER,,"1,095","$147,182.48 ","$116,366.66 "
,TOTAL,,"1,095","$147,182.48 ","$116,366.66 "
13160,SG,,401,"$162,803.54 ","$127,792.41 "
,80'S,,2,$171.50 ,$137.20 
,OTHER,,"11,165","$5,922,097.00 ","$4,689,054.28 "
,TOTAL,,"11,568","$6,085,072.04 ","$4,816,983.89 "
14000,SG,,"1,092","$409,638.42 ","$325,577.62 "
,OTHER,,"9,164","$3,759,666.21 ","$2,972,070.12 "
,TOTAL,,"10,256","$4,169,304.63 ","$3,297,647.74 "
14001,SG,,634,"$286,791.63 ","$227,904.72 "
,OTHER,,"5,682","$3,090,607.45 ","$2,441,611.56 "
,TOTAL,,"6,316","$3,377,399.08 ","$2,669,516.28 "
14020,SG,,"2,526","$1,204,689.12 ","$957,199.64 "
,80'S,,1,$65.79 ,$52.63 
,OTHER,,"17,353","$8,010,098.17 ","$6,359,760.28 "
,TOTAL,,"19,880","$9,214,853.08 ","$7,317,012.55 "
14021,SG,,981,"$478,362.34 ","$380,641.73 "
,OTHER,,"8,736","$5,833,173.49 ","$4,626,019.06 "
,TOTAL,,"9,717","$6,311,535.83 ","$5,006,660.79 "
14040,SG,,"10,250","$3,786,470.27 ","$3,006,514.67 "
,80'S,,2,$94.91 ,$75.93 
,OTHER,,"75,485","$41,422,315.09 ","$32,849,143.90 "
,TOTAL,,"85,737","$45,208,880.27 ","$35,855,734.50 "
14041,SG,,"2,380","$1,146,029.82 ","$909,764.16 "
,80'S,,1,$120.83 ,$96.66 
,OTHER,,"22,154","$17,525,922.36 ","$13,890,779.53 "
,TOTAL,,"24,535","$18,672,073.01 ","$14,800,640.35 "
14060,SG,,"12,373","$5,870,239.45 ","$4,658,249.22 "
,80'S,,1,$110.97 ,$88.78 
,OTHER,,"87,425","$53,762,561.15 ","$42,618,296.25 "
,TOTAL,,"99,799","$59,632,911.57 ","$47,276,634.25 "
14061,SG,,"1,506","$736,650.59 ","$585,275.85 "
,OTHER,,"12,566","$10,924,220.72 ","$8,663,905.67 "
,TOTAL,,"14,072","$11,660,871.31 ","$9,249,181.52 "
14300,SG,,775,"$480,693.20 ","$382,082.53 "
,80'S,,1,$132.60 ,$106.08 
,OTHER,,"8,515","$6,462,393.04 ","$5,126,889.45 "
,TOTAL,,"9,291","$6,943,218.84 ","$5,509,078.06 "
