HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
11307,OTHER,,"44,339","$3,461,056.31 ","$2,602,715.25 "
,TOTAL,,"44,339","$3,461,056.31 ","$2,602,715.25 "
11308,OTHER,,"10,038","$994,176.78 ","$753,800.34 "
,TOTAL,,"10,038","$994,176.78 ","$753,800.34 "
11310,80'S,,2,$9.27 ,$7.41 
,OTHER,,"96,696","$4,946,069.05 ","$3,646,010.64 "
,TOTAL,,"96,698","$4,946,078.32 ","$3,646,018.05 "
11311,OTHER,,"130,706","$9,037,566.30 ","$6,760,764.33 "
,TOTAL,,"130,706","$9,037,566.30 ","$6,760,764.33 "
11312,OTHER,,"54,750","$4,687,794.01 ","$3,534,422.99 "
,TOTAL,,"54,750","$4,687,794.01 ","$3,534,422.99 "
11313,OTHER,,"7,965","$960,952.51 ","$733,987.11 "
,TOTAL,,"7,965","$960,952.51 ","$733,987.11 "
11400,OTHER,,"54,778","$4,662,429.89 ","$3,479,771.55 "
,TOTAL,,"54,778","$4,662,429.89 ","$3,479,771.55 "
11401,OTHER,,"101,476","$9,885,736.87 ","$7,468,523.42 "
,TOTAL,,"101,476","$9,885,736.87 ","$7,468,523.42 "
11402,OTHER,,"123,062","$13,209,927.64 ","$10,050,965.98 "
,TOTAL,,"123,062","$13,209,927.64 ","$10,050,965.98 "
11403,OTHER,,"56,868","$6,845,473.23 ","$5,226,526.39 "
,TOTAL,,"56,868","$6,845,473.23 ","$5,226,526.39 "
11404,SG,,"1,469","$401,030.93 ","$315,841.93 "
,OTHER,,"23,044","$3,112,022.29 ","$2,389,924.40 "
,TOTAL,,"24,513","$3,513,053.22 ","$2,705,766.33 "
11406,SG,,"1,875","$718,794.81 ","$565,838.57 "
,OTHER,,"22,744","$3,741,325.81 ","$2,897,384.11 "
,TOTAL,,"24,619","$4,460,120.62 ","$3,463,222.68 "
11420,OTHER,,"35,163","$3,026,604.44 ","$2,283,555.28 "
,TOTAL,,"35,163","$3,026,604.44 ","$2,283,555.28 "
11421,OTHER,,"47,054","$5,054,465.03 ","$3,821,668.89 "
,TOTAL,,"47,054","$5,054,465.03 ","$3,821,668.89 "
11422,OTHER,,"48,982","$5,769,957.71 ","$4,381,403.57 "
,TOTAL,,"48,982","$5,769,957.71 ","$4,381,403.57 "
11423,OTHER,,"20,985","$2,926,011.66 ","$2,234,379.28 "
,TOTAL,,"20,985","$2,926,011.66 ","$2,234,379.28 "
11424,SG,,791,"$303,165.81 ","$239,941.61 "
,OTHER,,"7,558","$1,152,181.69 ","$888,719.12 "
,TOTAL,,"8,349","$1,455,347.50 ","$1,128,660.73 "
11426,SG,,587,"$228,815.32 ","$179,457.30 "
,OTHER,,"5,466","$1,240,688.08 ","$966,655.37 "
,TOTAL,,"6,053","$1,469,503.40 ","$1,146,112.67 "
11440,OTHER,,"63,691","$6,312,807.37 ","$4,733,730.58 "
,TOTAL,,"63,691","$6,312,807.37 ","$4,733,730.58 "
11441,OTHER,,"71,448","$8,316,765.22 ","$6,314,288.12 "
,TOTAL,,"71,448","$8,316,765.22 ","$6,314,288.12 "
11442,80'S,,1,$20.50 ,$16.40 
,OTHER,,"57,464","$7,202,575.86 ","$5,513,545.84 "
,TOTAL,,"57,465","$7,202,596.36 ","$5,513,562.24 "
11443,OTHER,,"17,262","$2,658,193.40 ","$2,052,531.53 "
,TOTAL,,"17,262","$2,658,193.40 ","$2,052,531.53 "
11444,SG,,736,"$187,010.03 ","$147,837.72 "
,OTHER,,"5,052","$1,045,136.39 ","$813,097.75 "
,TOTAL,,"5,788","$1,232,146.42 ","$960,935.47 "
11446,SG,,309,"$109,231.05 ","$85,969.07 "
,OTHER,,"2,654","$721,602.79 ","$564,489.71 "
,TOTAL,,"2,963","$830,833.84 ","$650,458.78 "
11450,SG,,61,"$24,574.44 ","$19,297.39 "
,OTHER,,770,"$152,168.16 ","$117,900.68 "
,TOTAL,,831,"$176,742.60 ","$137,198.07 "
11451,SG,,23,"$9,687.04 ","$7,740.79 "
,OTHER,,260,"$62,346.11 ","$48,425.95 "
,TOTAL,,283,"$72,033.15 ","$56,166.74 "
11462,SG,,33,"$13,064.61 ","$9,977.05 "
,OTHER,,364,"$59,521.68 ","$45,759.44 "
,TOTAL,,397,"$72,586.29 ","$55,736.49 "
11463,SG,,4,"$1,551.46 ","$1,241.17 "
,OTHER,,125,"$30,721.68 ","$24,209.03 "
,TOTAL,,129,"$32,273.14 ","$25,450.20 "
11470,SG,,35,"$13,116.17 ","$10,424.74 "
,OTHER,,425,"$87,059.87 ","$67,659.86 "
,TOTAL,,460,"$100,176.04 ","$78,084.60 "
11471,SG,,10,"$3,528.02 ","$2,799.86 "
,OTHER,,148,"$37,952.51 ","$29,598.88 "
,TOTAL,,158,"$41,480.53 ","$32,398.74 "
11600,OTHER,,"8,374","$1,008,203.44 ","$770,433.01 "
,TOTAL,,"8,374","$1,008,203.44 ","$770,433.01 "
11601,OTHER,,"39,262","$5,214,122.91 ","$4,019,192.00 "
,TOTAL,,"39,262","$5,214,122.91 ","$4,019,192.00 "
11602,OTHER,,"137,090","$16,831,996.97 ","$13,038,864.32 "
,TOTAL,,"137,090","$16,831,996.97 ","$13,038,864.32 "
11603,OTHER,,"69,484","$9,223,890.21 ","$7,168,229.92 "
,TOTAL,,"69,484","$9,223,890.21 ","$7,168,229.92 "
11604,SG,,"1,183","$377,631.71 ","$298,677.12 "
,OTHER,,"27,157","$3,778,172.85 ","$2,943,391.31 "
,TOTAL,,"28,340","$4,155,804.56 ","$3,242,068.43 "
11606,SG,,"1,852","$616,300.62 ","$489,121.37 "
,OTHER,,"25,890","$5,248,673.15 ","$4,126,810.73 "
,TOTAL,,"27,742","$5,864,973.77 ","$4,615,932.10 "
11620,OTHER,,"4,342","$477,252.43 ","$363,202.09 "
,TOTAL,,"4,342","$477,252.43 ","$363,202.09 "
11621,OTHER,,"20,546","$2,560,617.50 ","$1,975,205.52 "
,TOTAL,,"20,546","$2,560,617.50 ","$1,975,205.52 "
11622,OTHER,,"57,012","$7,612,153.83 ","$5,899,760.21 "
,TOTAL,,"57,012","$7,612,153.83 ","$5,899,760.21 "
11623,OTHER,,"24,553","$3,832,061.80 ","$2,982,995.09 "
,TOTAL,,"24,553","$3,832,061.80 ","$2,982,995.09 "
11624,SG,,729,"$226,679.52 ","$178,897.68 "
,OTHER,,"8,729","$1,675,448.93 ","$1,311,985.40 "
,TOTAL,,"9,458","$1,902,128.45 ","$1,490,883.08 "
11626,SG,,797,"$262,259.75 ","$207,812.53 "
,OTHER,,"7,669","$1,813,858.04 ","$1,430,302.99 "
,TOTAL,,"8,466","$2,076,117.79 ","$1,638,115.52 "
11640,OTHER,,"22,282","$2,706,766.46 ","$2,071,546.89 "
,TOTAL,,"22,282","$2,706,766.46 ","$2,071,546.89 "
11641,80'S,,1,$26.57 ,$21.26 
,OTHER,,"82,832","$12,053,744.64 ","$9,316,673.47 "
,TOTAL,,"82,833","$12,053,771.21 ","$9,316,694.73 "
11642,OTHER,,"147,092","$25,323,032.84 ","$19,707,635.79 "
,TOTAL,,"147,092","$25,323,032.84 ","$19,707,635.79 "
11643,OTHER,,"50,211","$10,069,870.11 ","$7,874,989.69 "
,TOTAL,,"50,211","$10,069,870.11 ","$7,874,989.69 "
11644,SG,,"1,788","$556,446.51 ","$441,988.45 "
,OTHER,,"16,654","$4,003,427.20 ","$3,152,330.39 "
,TOTAL,,"18,442","$4,559,873.71 ","$3,594,318.84 "
11646,SG,,"1,367","$417,804.95 ","$332,594.89 "
,OTHER,,"11,022","$3,643,712.16 ","$2,884,995.64 "
,TOTAL,,"12,389","$4,061,517.11 ","$3,217,590.53 "
11719,OTHER,,"1,412,729","$17,391,256.08 ","$12,854,459.05 "
,TOTAL,,"1,412,729","$17,391,256.08 ","$12,854,459.05 "
11720,OTHER,,"2,011,503","$53,031,930.23 ","$38,669,554.25 "
,TOTAL,,"2,011,503","$53,031,930.23 ","$38,669,554.25 "
11721,OTHER,,"7,071,459","$279,674,275.01 ","$203,834,858.45 "
,TOTAL,,"7,071,459","$279,674,275.01 ","$203,834,858.45 "
11730,OTHER,,"661,521","$56,825,789.27 ","$42,566,796.96 "
,TOTAL,,"661,521","$56,825,789.27 ","$42,566,796.96 "
11732,OTHER,,"93,902","$3,896,103.17 ","$3,033,145.94 "
,TOTAL,,"93,902","$3,896,103.17 ","$3,033,145.94 "
11740,OTHER,,"27,661","$903,355.33 ","$683,761.60 "
,TOTAL,,"27,661","$903,355.33 ","$683,761.60 "
11750,OTHER,,"242,182","$34,833,303.60 ","$26,360,571.74 "
,TOTAL,,"242,182","$34,833,303.60 ","$26,360,571.74 "
11752,OTHER,,"2,018","$371,709.56 ","$288,043.65 "
,TOTAL,,"2,018","$371,709.56 ","$288,043.65 "
11755,OTHER,,"23,202","$2,417,297.47 ","$1,859,842.69 "
,TOTAL,,"23,202","$2,417,297.47 ","$1,859,842.69 "
11760,OTHER,,"4,344","$504,299.59 ","$388,771.52 "
,TOTAL,,"4,344","$504,299.59 ","$388,771.52 "
11762,OTHER,,689,"$130,615.76 ","$101,236.58 "
,TOTAL,,689,"$130,615.76 ","$101,236.58 "
11765,OTHER,,"78,845","$6,564,411.83 ","$4,981,867.72 "
,TOTAL,,"78,845","$6,564,411.83 ","$4,981,867.72 "
11770,SG,,54,"$26,701.47 ","$20,670.73 "
,OTHER,,485,"$83,913.90 ","$65,882.17 "
,TOTAL,,539,"$110,615.37 ","$86,552.90 "
11771,SG,,62,"$31,327.48 ","$24,990.86 "
,OTHER,,618,"$219,044.65 ","$171,876.41 "
,TOTAL,,680,"$250,372.13 ","$196,867.27 "
11772,SG,,27,"$13,218.77 ","$10,020.13 "
,OTHER,,450,"$210,187.24 ","$164,844.03 "
,TOTAL,,477,"$223,406.01 ","$174,864.16 "
11900,OTHER,,"128,194","$4,951,911.24 ","$3,611,986.52 "
,TOTAL,,"128,194","$4,951,911.24 ","$3,611,986.52 "
11901,OTHER,,"50,881","$2,724,223.96 ","$2,010,054.53 "
,TOTAL,,"50,881","$2,724,223.96 ","$2,010,054.53 "
11920,OTHER,,222,"$32,758.39 ","$25,533.82 "
,TOTAL,,222,"$32,758.39 ","$25,533.82 "
11921,80'S,,2,$31.77 ,$25.41 
,OTHER,,502,"$101,797.88 ","$77,980.77 "
,TOTAL,,504,"$101,829.65 ","$78,006.18 "
11922,OTHER,,71,"$3,887.17 ","$3,045.82 "
,TOTAL,,71,"$3,887.17 ","$3,045.82 "
11950,OTHER,,53,"$3,117.12 ","$2,493.69 "
,TOTAL,,53,"$3,117.12 ","$2,493.69 "
11951,OTHER,,194,"$14,365.95 ","$11,295.28 "
,TOTAL,,194,"$14,365.95 ","$11,295.28 "
11952,OTHER,,65,"$3,695.76 ","$2,956.58 "
,TOTAL,,65,"$3,695.76 ","$2,956.58 "
11954,OTHER,,24,"$3,959.69 ","$3,002.17 "
,TOTAL,,24,"$3,959.69 ","$3,002.17 "
11960,SG,,6,"$2,225.98 ","$1,681.58 "
,80'S,,1,$131.61 ,$105.29 
,OTHER,,309,"$197,654.09 ","$156,946.04 "
,TOTAL,,316,"$200,011.68 ","$158,732.91 "
11970,SG,,269,"$84,217.70 ","$66,744.36 "
,OTHER,,"1,309","$437,328.25 ","$344,835.65 "
,TOTAL,,"1,578","$521,545.95 ","$411,580.01 "
11971,SG,,51,"$13,898.45 ","$10,900.06 "
,OTHER,,396,"$70,456.14 ","$55,259.39 "
,TOTAL,,447,"$84,354.59 ","$66,159.45 "
11976,OTHER,,4,$410.39 ,$125.32 
,TOTAL,,4,$410.39 ,$125.32 
11980,OTHER,,"4,190","$355,909.54 ","$266,888.88 "
,TOTAL,,"4,190","$355,909.54 ","$266,888.88 "
11981,80'S,,26,$210.84 ,$168.66 
,OTHER,,"13,432","$1,342,469.38 ","$1,052,783.43 "
,TOTAL,,"13,458","$1,342,680.22 ","$1,052,952.09 "
11982,80'S,,3,$23.38 ,$18.71 
,OTHER,,"3,393","$433,101.64 ","$326,365.94 "
,TOTAL,,"3,396","$433,125.02 ","$326,384.65 "
11983,80'S,,5,$105.47 ,$84.38 
,OTHER,,"11,299","$2,432,324.33 ","$1,905,705.04 "
,TOTAL,,"11,304","$2,432,429.80 ","$1,905,789.42 "
12001,OTHER,,"173,859","$17,781,686.64 ","$13,350,420.99 "
,TOTAL,,"173,859","$17,781,686.64 ","$13,350,420.99 "
12002,OTHER,,"133,551","$15,048,093.31 ","$11,398,081.79 "
,TOTAL,,"133,551","$15,048,093.31 ","$11,398,081.79 "
12004,OTHER,,"19,404","$2,542,153.39 ","$1,953,968.68 "
,TOTAL,,"19,404","$2,542,153.39 ","$1,953,968.68 "
12005,SG,,9,"$3,283.61 ","$2,611.04 "
,OTHER,,"5,229","$837,191.92 ","$649,893.47 "
,TOTAL,,"5,238","$840,475.53 ","$652,504.51 "
12006,SG,,2,$672.42 ,$537.94 
,OTHER,,"1,037","$208,794.49 ","$163,127.43 "
,TOTAL,,"1,039","$209,466.91 ","$163,665.37 "
12007,SG,,2,$866.04 ,$692.83 
,OTHER,,355,"$81,838.66 ","$64,759.86 "
,TOTAL,,357,"$82,704.70 ","$65,452.69 "
12011,80'S,,1,$8.02 ,$6.42 
,OTHER,,"85,898","$8,756,202.00 ","$6,711,855.31 "
,TOTAL,,"85,899","$8,756,210.02 ","$6,711,861.73 "
12013,OTHER,,"48,112","$5,613,231.97 ","$4,333,136.52 "
,TOTAL,,"48,112","$5,613,231.97 ","$4,333,136.52 "
12014,OTHER,,"6,117","$854,853.51 ","$661,518.86 "
,TOTAL,,"6,117","$854,853.51 ","$661,518.86 "
12015,OTHER,,"2,956","$520,825.19 ","$407,413.85 "
,TOTAL,,"2,956","$520,825.19 ","$407,413.85 "
12016,SG,,2,$437.15 ,$349.72 
,OTHER,,425,"$90,395.29 ","$71,100.38 "
,TOTAL,,427,"$90,832.44 ","$71,450.10 "
12017,OTHER,,61,"$15,322.85 ","$12,125.55 "
,TOTAL,,61,"$15,322.85 ","$12,125.55 "
12018,OTHER,,24,"$6,953.32 ","$5,502.12 "
,TOTAL,,24,"$6,953.32 ","$5,502.12 "
12020,SG,,232,"$69,232.42 ","$54,346.96 "
,80'S,,1,$16.43 ,$13.14 
,OTHER,,"4,943","$933,406.67 ","$735,837.43 "
,TOTAL,,"5,176","$1,002,655.52 ","$790,197.53 "
12021,SG,,98,"$20,296.87 ","$16,237.82 "
,OTHER,,"5,188","$663,077.02 ","$521,151.15 "
,TOTAL,,"5,286","$683,373.89 ","$537,388.97 "
12031,OTHER,,"48,792","$6,393,849.39 ","$4,975,998.71 "
,TOTAL,,"48,792","$6,393,849.39 ","$4,975,998.71 "
12032,OTHER,,"153,603","$32,480,696.00 ","$25,461,682.95 "
,TOTAL,,"153,603","$32,480,696.00 ","$25,461,682.95 "
12034,SG,,687,"$218,311.36 ","$173,304.58 "
,OTHER,,"18,674","$3,272,396.22 ","$2,565,654.30 "
,TOTAL,,"19,361","$3,490,707.58 ","$2,738,958.88 "
12035,SG,,145,"$44,310.52 ","$34,782.49 "
,OTHER,,"4,585","$978,368.65 ","$768,847.57 "
,TOTAL,,"4,730","$1,022,679.17 ","$803,630.06 "
12036,SG,,28,"$8,103.29 ","$6,308.50 "
,OTHER,,"1,044","$246,198.14 ","$194,070.65 "
,TOTAL,,"1,072","$254,301.43 ","$200,379.15 "
12037,SG,,22,"$6,372.32 ","$5,025.98 "
,80'S,,4,$162.39 ,$129.91 
,OTHER,,547,"$139,491.40 ","$110,376.49 "
,TOTAL,,573,"$146,026.11 ","$115,532.38 "
12041,OTHER,,"18,121","$2,638,869.06 ","$2,042,668.17 "
,TOTAL,,"18,121","$2,638,869.06 ","$2,042,668.17 "
12042,OTHER,,"37,188","$7,172,629.92 ","$5,616,041.24 "
,TOTAL,,"37,188","$7,172,629.92 ","$5,616,041.24 "
12044,SG,,134,"$37,048.63 ","$28,748.39 "
,OTHER,,"2,353","$403,351.18 ","$314,965.77 "
,TOTAL,,"2,487","$440,399.81 ","$343,714.16 "
12045,SG,,22,"$6,371.84 ","$5,097.46 "
,OTHER,,452,"$91,941.71 ","$71,753.25 "
,TOTAL,,474,"$98,313.55 ","$76,850.71 "
12046,OTHER,,114,"$30,226.56 ","$23,652.41 "
,TOTAL,,114,"$30,226.56 ","$23,652.41 "
12047,80'S,,2,$40.54 ,$32.44 
,OTHER,,59,"$15,206.04 ","$12,086.98 "
,TOTAL,,61,"$15,246.58 ","$12,119.42 "
12051,OTHER,,"61,948","$10,362,963.35 ","$8,120,832.78 "
,TOTAL,,"61,948","$10,362,963.35 ","$8,120,832.78 "
12052,OTHER,,"73,456","$12,159,002.75 ","$9,565,380.68 "
,TOTAL,,"73,456","$12,159,002.75 ","$9,565,380.68 "
12053,OTHER,,"9,718","$1,734,877.47 ","$1,362,830.49 "
,TOTAL,,"9,718","$1,734,877.47 ","$1,362,830.49 "
12054,SG,,219,"$58,073.71 ","$46,458.94 "
,OTHER,,"3,434","$678,316.25 ","$533,898.30 "
,TOTAL,,"3,653","$736,389.96 ","$580,357.24 "
12055,SG,,18,"$5,434.40 ","$4,347.51 "
,OTHER,,489,"$118,608.99 ","$93,746.04 "
,TOTAL,,507,"$124,043.39 ","$98,093.55 "
12056,SG,,2,$638.51 ,$510.81 
,OTHER,,74,"$21,110.40 ","$16,789.10 "
,TOTAL,,76,"$21,748.91 ","$17,299.91 "
12057,SG,,2,$670.69 ,$536.55 
,OTHER,,57,"$18,612.58 ","$14,890.08 "
,TOTAL,,59,"$19,283.27 ","$15,426.63 "
13100,SG,,309,"$112,800.50 ","$89,476.92 "
,OTHER,,"4,258","$1,010,941.74 ","$792,364.87 "
,TOTAL,,"4,567","$1,123,742.24 ","$881,841.79 "
13101,SG,,"2,668","$1,230,429.42 ","$974,285.69 "
,OTHER,,"40,855","$11,850,822.61 ","$9,347,379.49 "
,TOTAL,,"43,523","$13,081,252.03 ","$10,321,665.18 "
13102,OTHER,,"12,650","$984,515.25 ","$780,644.15 "
,TOTAL,,"12,650","$984,515.25 ","$780,644.15 "
13120,SG,,434,"$161,389.84 ","$127,798.60 "
,OTHER,,"5,778","$1,457,022.66 ","$1,145,291.85 "
,TOTAL,,"6,212","$1,618,412.50 ","$1,273,090.45 "
13121,SG,,"4,453","$2,101,116.39 ","$1,665,925.84 "
,OTHER,,"62,010","$19,732,422.63 ","$15,577,916.87 "
,TOTAL,,"66,463","$21,833,539.02 ","$17,243,842.71 "
13122,OTHER,,"13,008","$1,288,373.06 ","$1,022,737.99 "
,TOTAL,,"13,008","$1,288,373.06 ","$1,022,737.99 "
13131,SG,,"2,076","$803,533.05 ","$638,586.32 "
,OTHER,,"26,392","$7,424,783.35 ","$5,850,299.64 "
,TOTAL,,"28,468","$8,228,316.40 ","$6,488,885.96 "
13132,SG,,"10,073","$4,839,886.23 ","$3,835,792.36 "
,OTHER,,"133,375","$56,224,352.69 ","$44,475,249.69 "
,TOTAL,,"143,448","$61,064,238.92 ","$48,311,042.05 "
13133,OTHER,,"9,847","$1,404,107.16 ","$1,116,254.62 "
,TOTAL,,"9,847","$1,404,107.16 ","$1,116,254.62 "
13150,SG,,513,"$240,399.36 ","$189,609.08 "
,OTHER,,"2,439","$692,741.38 ","$545,991.06 "
,TOTAL,,"2,952","$933,140.74 ","$735,600.14 "
13151,SG,,"2,373","$1,140,471.39 ","$905,532.23 "
,OTHER,,"25,796","$8,336,923.83 ","$6,581,050.13 "
,TOTAL,,"28,169","$9,477,395.22 ","$7,486,582.36 "
13152,SG,,"3,168","$1,513,443.70 ","$1,202,671.56 "
,OTHER,,"35,885","$15,731,703.94 ","$12,440,376.83 "
,TOTAL,,"39,053","$17,245,147.64 ","$13,643,048.39 "
13153,OTHER,,"1,295","$199,835.24 ","$159,194.35 "
,TOTAL,,"1,295","$199,835.24 ","$159,194.35 "
13160,SG,,513,"$209,622.69 ","$165,400.14 "
,80'S,,1,$134.89 ,$107.91 
,OTHER,,"11,431","$6,922,441.85 ","$5,489,953.07 "
,TOTAL,,"11,945","$7,132,199.43 ","$5,655,461.12 "
14000,SG,,"1,435","$532,202.23 ","$421,422.74 "
,OTHER,,"9,899","$4,539,017.14 ","$3,591,557.62 "
,TOTAL,,"11,334","$5,071,219.37 ","$4,012,980.36 "
14001,SG,,910,"$394,387.39 ","$311,831.54 "
,OTHER,,"7,195","$4,311,713.87 ","$3,417,118.61 "
,TOTAL,,"8,105","$4,706,101.26 ","$3,728,950.15 "
14020,SG,,"3,020","$1,402,449.16 ","$1,111,341.05 "
,OTHER,,"20,351","$10,648,662.25 ","$8,437,686.28 "
,TOTAL,,"23,371","$12,051,111.41 ","$9,549,027.33 "
14021,SG,,"1,705","$799,519.06 ","$635,914.98 "
,OTHER,,"12,906","$9,416,068.95 ","$7,466,097.92 "
,TOTAL,,"14,611","$10,215,588.01 ","$8,102,012.90 "
14040,SG,,"12,136","$4,342,271.02 ","$3,438,795.97 "
,80'S,,1,$48.85 ,$39.08 
,OTHER,,"79,669","$46,510,650.62 ","$36,835,446.65 "
,TOTAL,,"91,806","$50,852,970.49 ","$40,274,281.70 "
14041,SG,,"4,196","$1,923,342.69 ","$1,524,529.43 "
,OTHER,,"31,075","$25,242,265.55 ","$20,002,125.57 "
,TOTAL,,"35,271","$27,165,608.24 ","$21,526,655.00 "
14060,SG,,"16,089","$7,311,991.36 ","$5,798,807.62 "
,OTHER,,"94,708","$58,827,175.10 ","$46,574,647.73 "
