HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
10121,SG,,375,"$152,318.27 ","$120,079.21 "
,OTHER,,"7,543","$1,460,380.12 ","$1,129,996.72 "
,TOTAL,,"7,918","$1,612,698.39 ","$1,250,075.93 "
10140,80'S,,1,$13.95 ,$11.16 
,OTHER,,"71,679","$8,360,029.11 ","$6,450,113.92 "
,TOTAL,,"71,680","$8,360,043.06 ","$6,450,125.08 "
10160,OTHER,,"64,524","$6,362,250.33 ","$4,879,607.55 "
,TOTAL,,"64,524","$6,362,250.33 ","$4,879,607.55 "
10180,SG,,337,"$139,931.25 ","$110,282.89 "
,80'S,,1,$26.29 ,$21.03 
,OTHER,,"14,974","$2,256,768.26 ","$1,774,505.54 "
,TOTAL,,"15,312","$2,396,725.80 ","$1,884,809.46 "
1050F,OTHER,,1,$0.01 ,$0.01 
,TOTAL,,1,$0.01 ,$0.01 
1055F,OTHER,,9,$0.09 ,$0.09 
,TOTAL,,9,$0.09 ,$0.09 
1100F,OTHER,,2,$0.02 ,$0.02 
,TOTAL,,2,$0.02 ,$0.02 
11000,OTHER,,"129,791","$5,578,580.26 ","$4,197,554.53 "
,TOTAL,,"129,791","$5,578,580.26 ","$4,197,554.53 "
11001,OTHER,,"4,473","$91,678.79 ","$70,696.89 "
,TOTAL,,"4,473","$91,678.79 ","$70,696.89 "
11004,80'S,,1,$82.37 ,$65.90 
,OTHER,,"2,377","$1,136,159.75 ","$901,716.52 "
,TOTAL,,"2,378","$1,136,242.12 ","$901,782.42 "
11005,80'S,,38,"$4,138.36 ","$3,310.71 "
,OTHER,,"3,779","$2,592,212.13 ","$2,056,378.22 "
,TOTAL,,"3,817","$2,596,350.49 ","$2,059,688.93 "
11006,OTHER,,744,"$451,640.52 ","$358,395.82 "
,TOTAL,,744,"$451,640.52 ","$358,395.82 "
11008,80'S,,22,$876.25 ,$700.99 
,OTHER,,"1,262","$324,272.67 ","$258,170.74 "
,TOTAL,,"1,284","$325,148.92 ","$258,871.73 "
1101F,OTHER,,1,$0.01 ,$0.01 
,TOTAL,,1,$0.01 ,$0.01 
11010,SG,,51,"$8,265.32 ","$6,565.64 "
,80'S,,7,$259.89 ,$207.91 
,OTHER,,"2,781","$568,322.63 ","$449,020.87 "
,TOTAL,,"2,839","$576,847.84 ","$455,794.42 "
11011,SG,,24,"$4,553.68 ","$3,620.90 "
,80'S,,3,$128.39 ,$102.71 
,OTHER,,"2,464","$611,145.70 ","$482,575.04 "
,TOTAL,,"2,491","$615,827.77 ","$486,298.65 "
11012,SG,,211,"$31,150.10 ","$24,586.86 "
,80'S,,22,"$1,109.75 ",$887.78 
,OTHER,,"7,619","$2,159,215.25 ","$1,713,434.64 "
,TOTAL,,"7,852","$2,191,475.10 ","$1,738,909.28 "
11040,OTHER,,"1,152,000","$39,410,998.04 ","$29,621,760.11 "
,TOTAL,,"1,152,000","$39,410,998.04 ","$29,621,760.11 "
11041,OTHER,,"752,669","$31,216,693.97 ","$23,787,262.50 "
,TOTAL,,"752,669","$31,216,693.97 ","$23,787,262.50 "
11042,SG,,"11,254","$1,473,538.66 ","$1,164,952.29 "
,80'S,,4,$26.22 ,$20.98 
,OTHER,,"1,226,168","$60,297,716.54 ","$46,958,040.82 "
,TOTAL,,"1,237,426","$61,771,281.42 ","$48,123,014.09 "
11043,SG,,"1,742","$238,903.38 ","$189,385.15 "
,80'S,,3,$53.70 ,$42.96 
,OTHER,,"195,544","$39,220,266.35 ","$31,076,029.78 "
,TOTAL,,"197,289","$39,459,223.43 ","$31,265,457.89 "
11044,SG,,983,"$334,698.33 ","$265,369.89 "
,OTHER,,"54,048","$14,357,759.59 ","$11,381,988.29 "
,TOTAL,,"55,031","$14,692,457.92 ","$11,647,358.18 "
11055,OTHER,,"715,363","$28,231,176.61 ","$20,818,477.44 "
,TOTAL,,"715,363","$28,231,176.61 ","$20,818,477.44 "
11056,80'S,,1,$8.39 ,$6.71 
,OTHER,,"1,487,617","$74,242,410.32 ","$54,964,310.38 "
,TOTAL,,"1,487,618","$74,242,418.71 ","$54,964,317.09 "
11057,OTHER,,"299,697","$18,310,058.85 ","$13,609,562.01 "
,TOTAL,,"299,697","$18,310,058.85 ","$13,609,562.01 "
11100,80'S,,1,$5.66 ,$4.53 
,OTHER,,"2,330,156","$173,324,360.82 ","$128,469,674.04 "
,TOTAL,,"2,330,157","$173,324,366.48 ","$128,469,678.57 "
11101,OTHER,,"1,000,082","$27,771,214.96 ","$21,663,085.89 "
,TOTAL,,"1,000,082","$27,771,214.96 ","$21,663,085.89 "
11200,OTHER,,"112,312","$6,379,111.95 ","$4,533,276.49 "
,TOTAL,,"112,312","$6,379,111.95 ","$4,533,276.49 "
11201,OTHER,,"13,234","$209,348.01 ","$157,836.67 "
,TOTAL,,"13,234","$209,348.01 ","$157,836.67 "
11300,OTHER,,"86,725","$3,217,400.52 ","$2,378,720.17 "
,TOTAL,,"86,725","$3,217,400.52 ","$2,378,720.17 "
11301,80'S,,1,$3.47 ,$2.78 
,OTHER,,"175,757","$9,637,529.79 ","$7,196,005.98 "
,TOTAL,,"175,758","$9,637,533.26 ","$7,196,008.76 "
11302,OTHER,,"110,994","$8,264,568.17 ","$6,214,502.70 "
,TOTAL,,"110,994","$8,264,568.17 ","$6,214,502.70 "
11303,OTHER,,"17,412","$1,687,399.17 ","$1,274,013.59 "
,TOTAL,,"17,412","$1,687,399.17 ","$1,274,013.59 "
11305,OTHER,,"99,229","$4,686,479.41 ","$3,481,840.29 "
,TOTAL,,"99,229","$4,686,479.41 ","$3,481,840.29 "
11306,OTHER,,"97,427","$6,041,353.56 ","$4,528,908.77 "
,TOTAL,,"97,427","$6,041,353.56 ","$4,528,908.77 "
11307,OTHER,,"44,331","$3,454,864.82 ","$2,607,487.33 "
,TOTAL,,"44,331","$3,454,864.82 ","$2,607,487.33 "
11308,OTHER,,"10,280","$1,002,965.17 ","$761,502.01 "
,TOTAL,,"10,280","$1,002,965.17 ","$761,502.01 "
11310,OTHER,,"91,989","$4,603,885.76 ","$3,383,964.59 "
,TOTAL,,"91,989","$4,603,885.76 ","$3,383,964.59 "
11311,OTHER,,"130,908","$8,938,200.31 ","$6,682,200.11 "
,TOTAL,,"130,908","$8,938,200.31 ","$6,682,200.11 "
11312,OTHER,,"55,689","$4,767,577.56 ","$3,592,217.89 "
,TOTAL,,"55,689","$4,767,577.56 ","$3,592,217.89 "
11313,80'S,,1,$6.57 ,$5.26 
,OTHER,,"8,012","$942,521.16 ","$717,211.12 "
,TOTAL,,"8,013","$942,527.73 ","$717,216.38 "
11400,80'S,,1,$8.46 ,$6.77 
,OTHER,,"52,434","$4,317,142.61 ","$3,226,652.07 "
,TOTAL,,"52,435","$4,317,151.07 ","$3,226,658.84 "
11401,80'S,,2,$26.96 ,$21.56 
,OTHER,,"99,465","$9,419,868.83 ","$7,118,364.90 "
,TOTAL,,"99,467","$9,419,895.79 ","$7,118,386.46 "
11402,SG,,1,$62.35 ,$49.88 
,OTHER,,"121,295","$12,169,693.42 ","$9,234,701.94 "
,TOTAL,,"121,296","$12,169,755.77 ","$9,234,751.82 "
11403,SG,,1,$144.34 ,$115.47 
,80'S,,1,$18.89 ,$13.60 
,OTHER,,"54,910","$6,323,019.68 ","$4,823,646.37 "
,TOTAL,,"54,912","$6,323,182.91 ","$4,823,775.44 "
11404,SG,,"1,623","$451,680.88 ","$356,876.08 "
,OTHER,,"22,514","$2,898,242.30 ","$2,224,475.89 "
,TOTAL,,"24,137","$3,349,923.18 ","$2,581,351.97 "
11406,SG,,"2,012","$808,960.46 ","$640,003.15 "
,OTHER,,"22,295","$4,148,737.77 ","$3,221,279.37 "
,TOTAL,,"24,307","$4,957,698.23 ","$3,861,282.52 "
11420,OTHER,,"32,049","$2,689,062.06 ","$2,023,824.09 "
,TOTAL,,"32,049","$2,689,062.06 ","$2,023,824.09 "
11421,OTHER,,"43,423","$4,554,148.36 ","$3,440,276.04 "
,TOTAL,,"43,423","$4,554,148.36 ","$3,440,276.04 "
11422,OTHER,,"47,918","$5,449,712.91 ","$4,135,611.59 "
,TOTAL,,"47,918","$5,449,712.91 ","$4,135,611.59 "
11423,OTHER,,"19,328","$2,535,823.71 ","$1,930,982.16 "
,TOTAL,,"19,328","$2,535,823.71 ","$1,930,982.16 "
11424,SG,,870,"$348,781.23 ","$277,206.14 "
,OTHER,,"6,879","$991,638.33 ","$761,867.24 "
,TOTAL,,"7,749","$1,340,419.56 ","$1,039,073.38 "
11426,SG,,599,"$238,503.50 ","$188,084.98 "
,80'S,,1,$36.82 ,$29.46 
,OTHER,,"5,220","$1,145,865.83 ","$893,521.10 "
,TOTAL,,"5,820","$1,384,406.15 ","$1,081,635.54 "
11440,OTHER,,"59,319","$5,558,262.17 ","$4,167,953.67 "
,TOTAL,,"59,319","$5,558,262.17 ","$4,167,953.67 "
11441,OTHER,,"66,363","$7,469,497.25 ","$5,662,697.17 "
,TOTAL,,"66,363","$7,469,497.25 ","$5,662,697.17 "
11442,OTHER,,"54,306","$6,508,351.97 ","$4,970,272.10 "
,TOTAL,,"54,306","$6,508,351.97 ","$4,970,272.10 "
11443,OTHER,,"16,105","$2,317,665.48 ","$1,785,307.84 "
,TOTAL,,"16,105","$2,317,665.48 ","$1,785,307.84 "
11444,SG,,786,"$216,669.77 ","$171,657.36 "
,OTHER,,"4,727","$905,794.97 ","$704,996.59 "
,TOTAL,,"5,513","$1,122,464.74 ","$876,653.95 "
11446,SG,,351,"$131,720.96 ","$104,537.89 "
,OTHER,,"2,621","$690,831.89 ","$539,526.23 "
,TOTAL,,"2,972","$822,552.85 ","$644,064.12 "
11450,SG,,64,"$25,654.27 ","$20,285.84 "
,OTHER,,637,"$126,317.42 ","$97,605.11 "
,TOTAL,,701,"$151,971.69 ","$117,890.95 "
11451,SG,,11,"$3,673.58 ","$2,938.86 "
,OTHER,,237,"$57,997.71 ","$45,590.74 "
,TOTAL,,248,"$61,671.29 ","$48,529.60 "
11462,SG,,24,"$8,771.97 ","$7,017.55 "
,OTHER,,348,"$58,600.85 ","$45,927.14 "
,TOTAL,,372,"$67,372.82 ","$52,944.69 "
11463,SG,,9,"$3,273.38 ","$2,513.89 "
,80'S,,1,$47.13 ,$37.70 
,OTHER,,126,"$29,504.08 ","$23,156.59 "
,TOTAL,,136,"$32,824.59 ","$25,708.18 "
11470,SG,,41,"$16,093.21 ","$12,454.93 "
,OTHER,,422,"$93,187.44 ","$72,958.99 "
,TOTAL,,463,"$109,280.65 ","$85,413.92 "
11471,SG,,12,"$5,028.14 ","$3,938.58 "
,80'S,,1,$49.16 ,$39.33 
,OTHER,,172,"$44,183.91 ","$34,529.43 "
,TOTAL,,185,"$49,261.21 ","$38,507.34 "
11600,OTHER,,"8,400","$1,045,442.56 ","$801,219.79 "
,TOTAL,,"8,400","$1,045,442.56 ","$801,219.79 "
11601,OTHER,,"38,681","$5,381,134.39 ","$4,148,800.51 "
,TOTAL,,"38,681","$5,381,134.39 ","$4,148,800.51 "
11602,OTHER,,"143,653","$18,477,554.52 ","$14,334,865.58 "
,TOTAL,,"143,653","$18,477,554.52 ","$14,334,865.58 "
11603,OTHER,,"72,600","$10,521,266.42 ","$8,191,527.80 "
,TOTAL,,"72,600","$10,521,266.42 ","$8,191,527.80 "
11604,SG,,"1,378","$471,790.10 ","$374,968.10 "
,OTHER,,"27,670","$5,056,323.49 ","$3,950,421.42 "
,TOTAL,,"29,048","$5,528,113.59 ","$4,325,389.52 "
11606,SG,,"1,939","$737,308.57 ","$584,435.95 "
,80'S,,1,$39.07 ,$31.26 
,OTHER,,"26,360","$6,766,440.77 ","$5,331,238.36 "
,TOTAL,,"28,300","$7,503,788.41 ","$5,915,705.57 "
11620,OTHER,,"4,331","$514,234.58 ","$395,101.42 "
,TOTAL,,"4,331","$514,234.58 ","$395,101.42 "
11621,OTHER,,"19,795","$2,680,665.75 ","$2,070,435.42 "
,TOTAL,,"19,795","$2,680,665.75 ","$2,070,435.42 "
11622,OTHER,,"56,645","$7,931,716.66 ","$6,142,699.78 "
,TOTAL,,"56,645","$7,931,716.66 ","$6,142,699.78 "
11623,80'S,,1,$24.51 ,$19.61 
,OTHER,,"24,403","$4,464,135.74 ","$3,482,289.86 "
,TOTAL,,"24,404","$4,464,160.25 ","$3,482,309.47 "
11624,SG,,880,"$315,837.36 ","$251,303.34 "
,OTHER,,"9,079","$1,796,832.05 ","$1,406,556.59 "
,TOTAL,,"9,959","$2,112,669.41 ","$1,657,859.93 "
11626,SG,,751,"$264,831.92 ","$210,393.00 "
,OTHER,,"7,697","$1,757,980.09 ","$1,382,689.30 "
,TOTAL,,"8,448","$2,022,812.01 ","$1,593,082.30 "
11640,OTHER,,"20,549","$2,629,419.75 ","$2,007,399.41 "
,TOTAL,,"20,549","$2,629,419.75 ","$2,007,399.41 "
11641,80'S,,1,$12.61 ,$10.09 
,OTHER,,"77,183","$10,944,026.22 ","$8,449,082.72 "
,TOTAL,,"77,184","$10,944,038.83 ","$8,449,092.81 "
11642,OTHER,,"142,154","$22,243,657.30 ","$17,274,546.77 "
,TOTAL,,"142,154","$22,243,657.30 ","$17,274,546.77 "
11643,OTHER,,"48,634","$9,787,545.17 ","$7,652,442.76 "
,TOTAL,,"48,634","$9,787,545.17 ","$7,652,442.76 "
11644,SG,,"1,917","$673,322.62 ","$534,612.01 "
,OTHER,,"16,127","$3,801,958.16 ","$2,985,829.46 "
,TOTAL,,"18,044","$4,475,280.78 ","$3,520,441.47 "
11646,SG,,"1,371","$486,934.37 ","$387,342.35 "
,80'S,,1,$185.73 ,$148.58 
,OTHER,,"10,727","$3,268,546.75 ","$2,580,920.77 "
,TOTAL,,"12,099","$3,755,666.85 ","$2,968,411.70 "
11719,OTHER,,"1,442,168","$18,291,573.53 ","$13,443,047.93 "
,TOTAL,,"1,442,168","$18,291,573.53 ","$13,443,047.93 "
11720,OTHER,,"2,056,836","$54,156,952.30 ","$39,426,121.07 "
,TOTAL,,"2,056,836","$54,156,952.30 ","$39,426,121.07 "
11721,80'S,,1,$7.28 ,$5.82 
,OTHER,,"7,245,274","$280,380,236.87 ","$203,930,269.26 "
,TOTAL,,"7,245,275","$280,380,244.15 ","$203,930,275.08 "
11730,OTHER,,"651,828","$54,548,579.46 ","$40,846,799.16 "
,TOTAL,,"651,828","$54,548,579.46 ","$40,846,799.16 "
11732,OTHER,,"93,382","$3,772,165.42 ","$2,928,446.90 "
,TOTAL,,"93,382","$3,772,165.42 ","$2,928,446.90 "
11740,OTHER,,"27,925","$916,922.42 ","$694,711.87 "
,TOTAL,,"27,925","$916,922.42 ","$694,711.87 "
11750,SG,,3,"$3,670.17 ","$2,936.14 "
,OTHER,,"232,342","$37,180,680.62 ","$28,291,467.83 "
,TOTAL,,"232,345","$37,184,350.79 ","$28,294,403.97 "
11752,OTHER,,"1,796","$366,395.58 ","$285,036.55 "
,TOTAL,,"1,796","$366,395.58 ","$285,036.55 "
11755,OTHER,,"26,311","$2,811,496.02 ","$2,165,980.13 "
,TOTAL,,"26,311","$2,811,496.02 ","$2,165,980.13 "
11760,OTHER,,"4,257","$480,787.50 ","$370,558.25 "
,TOTAL,,"4,257","$480,787.50 ","$370,558.25 "
11762,OTHER,,599,"$116,291.69 ","$90,306.11 "
,TOTAL,,599,"$116,291.69 ","$90,306.11 "
11765,OTHER,,"76,649","$6,808,228.53 ","$5,182,852.71 "
,TOTAL,,"76,649","$6,808,228.53 ","$5,182,852.71 "
11770,SG,,64,"$32,370.49 ","$25,068.52 "
,OTHER,,495,"$81,216.44 ","$62,372.50 "
,TOTAL,,559,"$113,586.93 ","$87,441.02 "
11771,SG,,62,"$30,932.81 ","$24,014.66 "
,OTHER,,563,"$195,714.78 ","$151,860.47 "
,TOTAL,,625,"$226,647.59 ","$175,875.13 "
11772,SG,,50,"$24,445.53 ","$19,083.34 "
,OTHER,,409,"$185,139.54 ","$146,061.89 "
,TOTAL,,459,"$209,585.07 ","$165,145.23 "
11900,OTHER,,"130,194","$5,070,974.47 ","$3,698,037.28 "
,TOTAL,,"130,194","$5,070,974.47 ","$3,698,037.28 "
11901,OTHER,,"48,431","$2,584,896.85 ","$1,907,727.40 "
,TOTAL,,"48,431","$2,584,896.85 ","$1,907,727.40 "
11920,OTHER,,315,"$44,943.82 ","$34,387.12 "
,TOTAL,,315,"$44,943.82 ","$34,387.12 "
11921,OTHER,,553,"$104,679.64 ","$80,592.37 "
,TOTAL,,553,"$104,679.64 ","$80,592.37 "
11922,OTHER,,96,"$5,425.46 ","$4,290.38 "
,TOTAL,,96,"$5,425.46 ","$4,290.38 "
11950,OTHER,,17,$782.41 ,$585.92 
,TOTAL,,17,$782.41 ,$585.92 
11951,OTHER,,80,"$2,342.14 ","$1,751.30 "
,TOTAL,,80,"$2,342.14 ","$1,751.30 "
11952,OTHER,,144,"$2,520.03 ","$2,016.06 "
,TOTAL,,144,"$2,520.03 ","$2,016.06 "
11954,OTHER,,33,"$5,210.90 ","$4,027.22 "
,TOTAL,,33,"$5,210.90 ","$4,027.22 "
11960,SG,,10,"$3,297.96 ","$2,638.36 "
,OTHER,,372,"$271,294.33 ","$215,368.47 "
,TOTAL,,382,"$274,592.29 ","$218,006.83 "
11970,SG,,322,"$108,526.33 ","$85,539.87 "
,80'S,,1,$40.85 ,$32.68 
,OTHER,,"1,492","$496,610.00 ","$391,129.97 "
,TOTAL,,"1,815","$605,177.18 ","$476,702.52 "
11971,SG,,70,"$17,449.82 ","$13,769.02 "
,80'S,,2,$60.36 ,$48.29 
,OTHER,,464,"$95,650.88 ","$75,126.39 "
,TOTAL,,536,"$113,161.06 ","$88,943.70 "
11976,OTHER,,12,"$1,031.85 ",$748.70 
,TOTAL,,12,"$1,031.85 ",$748.70 
11980,OTHER,,"4,055","$323,048.95 ","$238,296.63 "
,TOTAL,,"4,055","$323,048.95 ","$238,296.63 "
11981,80'S,,37,$254.70 ,$203.37 
,OTHER,,"13,400","$1,132,706.85 ","$885,866.23 "
,TOTAL,,"13,437","$1,132,961.55 ","$886,069.60 "
11982,80'S,,8,$68.86 ,$55.08 
,OTHER,,"3,313","$383,023.93 ","$292,189.78 "
,TOTAL,,"3,321","$383,092.79 ","$292,244.86 "
11983,OTHER,,"11,364","$2,328,138.14 ","$1,821,657.25 "
,TOTAL,,"11,364","$2,328,138.14 ","$1,821,657.25 "
12001,OTHER,,"172,798","$16,632,942.84 ","$12,516,166.60 "
,TOTAL,,"172,798","$16,632,942.84 ","$12,516,166.60 "
12002,OTHER,,"132,042","$13,962,083.83 ","$10,586,756.10 "
,TOTAL,,"132,042","$13,962,083.83 ","$10,586,756.10 "
12004,OTHER,,"19,521","$2,387,395.54 ","$1,839,091.81 "
,TOTAL,,"19,521","$2,387,395.54 ","$1,839,091.81 "
12005,SG,,9,$694.62 ,$483.53 
,OTHER,,"4,976","$742,267.02 ","$577,843.73 "
,TOTAL,,"4,985","$742,961.64 ","$578,327.26 "
12006,SG,,2,$132.85 ,$106.28 
,OTHER,,"1,016","$191,820.33 ","$150,237.53 "
,TOTAL,,"1,018","$191,953.18 ","$150,343.81 "
12007,OTHER,,371,"$77,778.55 ","$60,940.72 "
,TOTAL,,371,"$77,778.55 ","$60,940.72 "
12011,OTHER,,"84,697","$8,106,194.27 ","$6,235,861.60 "
,TOTAL,,"84,697","$8,106,194.27 ","$6,235,861.60 "
12013,OTHER,,"47,351","$5,185,155.47 ","$4,011,767.90 "
,TOTAL,,"47,351","$5,185,155.47 ","$4,011,767.90 "
12014,OTHER,,"6,166","$804,534.77 ","$625,327.24 "
,TOTAL,,"6,166","$804,534.77 ","$625,327.24 "
12015,OTHER,,"3,039","$495,092.34 ","$384,985.49 "
,TOTAL,,"3,039","$495,092.34 ","$384,985.49 "
12016,SG,,16,$798.67 ,$638.97 
,OTHER,,448,"$87,491.00 ","$68,530.39 "
,TOTAL,,464,"$88,289.67 ","$69,169.36 "
12017,OTHER,,75,"$17,542.81 ","$13,723.75 "
,TOTAL,,75,"$17,542.81 ","$13,723.75 "
12018,SG,,1,$92.19 ,$73.75 
,OTHER,,23,"$5,964.57 ","$4,599.75 "
,TOTAL,,24,"$6,056.76 ","$4,673.50 "
12020,SG,,211,"$17,174.69 ","$13,444.78 "
,OTHER,,"4,956","$891,319.07 ","$701,685.10 "
,TOTAL,,"5,167","$908,493.76 ","$715,129.88 "
12021,SG,,173,"$8,707.33 ","$6,955.58 "
,80'S,,1,$18.90 ,$15.12 
,OTHER,,"5,631","$686,257.73 ","$539,384.89 "
,TOTAL,,"5,805","$694,983.96 ","$546,355.59 "
12031,OTHER,,"50,272","$6,854,118.72 ","$5,340,617.53 "
,TOTAL,,"50,272","$6,854,118.72 ","$5,340,617.53 "
12032,OTHER,,"161,388","$34,118,786.99 ","$26,783,591.12 "
,TOTAL,,"161,388","$34,118,786.99 ","$26,783,591.12 "
12034,SG,,635,"$32,106.28 ","$25,266.41 "
,80'S,,1,$12.71 ,$10.17 
,OTHER,,"18,489","$2,992,540.23 ","$2,352,138.33 "
,TOTAL,,"19,125","$3,024,659.22 ","$2,377,414.91 "
12035,SG,,114,"$5,827.63 ","$4,662.07 "
,80'S,,1,$20.26 ,$16.21 
,OTHER,,"4,478","$854,002.28 ","$673,570.00 "
,TOTAL,,"4,593","$859,850.17 ","$678,248.28 "
12036,SG,,18,$921.01 ,$736.82 
,OTHER,,"1,177","$252,693.90 ","$199,853.30 "
,TOTAL,,"1,195","$253,614.91 ","$200,590.12 "
12037,SG,,25,"$4,114.01 ","$3,171.03 "
,80'S,,2,$74.28 ,$59.43 
,OTHER,,515,"$122,074.85 ","$96,371.02 "
,TOTAL,,542,"$126,263.14 ","$99,601.48 "
12041,OTHER,,"17,524","$2,585,432.32 ","$2,007,353.66 "
,TOTAL,,"17,524","$2,585,432.32 ","$2,007,353.66 "
12042,OTHER,,"37,759","$6,895,316.56 ","$5,400,616.87 "
,TOTAL,,"37,759","$6,895,316.56 ","$5,400,616.87 "
12044,SG,,95,"$4,804.16 ","$3,843.42 "
,OTHER,,"2,265","$385,148.55 ","$300,965.59 "
,TOTAL,,"2,360","$389,952.71 ","$304,809.01 "
12045,SG,,10,$503.81 ,$403.06 
,OTHER,,433,"$82,329.29 ","$64,272.18 "
,TOTAL,,443,"$82,833.10 ","$64,675.24 "
12046,SG,,3,$135.31 ,$108.24 
,OTHER,,105,"$24,262.15 ","$19,243.15 "
,TOTAL,,108,"$24,397.46 ","$19,351.39 "
12047,SG,,3,$458.40 ,$366.72 
,80'S,,2,$49.47 ,$39.58 
,OTHER,,47,"$10,597.94 ","$8,373.56 "
,TOTAL,,52,"$11,105.81 ","$8,779.86 "
12051,OTHER,,"59,927","$9,941,317.61 ","$7,791,774.04 "
,TOTAL,,"59,927","$9,941,317.61 ","$7,791,774.04 "
12052,OTHER,,"72,742","$13,898,098.13 ","$10,936,577.34 "
,TOTAL,,"72,742","$13,898,098.13 ","$10,936,577.34 "
12053,OTHER,,"9,133","$1,662,144.92 ","$1,308,439.96 "
,TOTAL,,"9,133","$1,662,144.92 ","$1,308,439.96 "
12054,SG,,230,"$11,289.20 ","$9,031.67 "
,OTHER,,"3,351","$644,415.71 ","$508,151.18 "
,TOTAL,,"3,581","$655,704.91 ","$517,182.85 "
12055,SG,,30,"$2,266.88 ","$1,813.50 "
,OTHER,,431,"$99,954.88 ","$79,435.38 "
,TOTAL,,461,"$102,221.76 ","$81,248.88 "
12056,SG,,6,$266.37 ,$213.09 
,OTHER,,66,"$17,385.95 ","$13,599.90 "
,TOTAL,,72,"$17,652.32 ","$13,812.99 "
12057,SG,,8,"$1,234.54 ",$987.64 
,80'S,,1,$28.32 ,$22.66 
,OTHER,,79,"$27,577.79 ","$21,671.91 "
,TOTAL,,88,"$28,840.65 ","$22,682.21 "
13100,SG,,265,"$72,643.94 ","$57,234.14 "
,OTHER,,"4,841","$1,136,363.47 ","$889,866.57 "
,TOTAL,,"5,106","$1,209,007.41 ","$947,100.71 "
13101,SG,,"2,756","$729,012.96 ","$576,796.67 "
,80'S,,1,$16.08 ,$12.86 
,OTHER,,"44,255","$12,487,835.77 ","$9,845,452.57 "
,TOTAL,,"47,012","$13,216,864.81 ","$10,422,262.10 "
13102,SG,,510,"$23,450.54 ","$18,611.67 "
,80'S,,2,$17.92 ,$14.34 
,OTHER,,"11,989","$945,897.71 ","$750,258.23 "
,TOTAL,,"12,501","$969,366.17 ","$768,884.24 "
13120,SG,,406,"$30,778.01 ","$23,836.75 "
,OTHER,,"6,623","$1,629,885.14 ","$1,284,942.04 "
,TOTAL,,"7,029","$1,660,663.15 ","$1,308,778.79 "
13121,SG,,"4,202","$324,871.35 ","$253,926.51 "
,80'S,,1,$37.88 ,$30.30 
,OTHER,,"69,553","$22,266,886.22 ","$17,594,093.29 "
,TOTAL,,"73,756","$22,591,795.45 ","$17,848,050.10 "
13122,SG,,433,"$20,845.49 ","$15,964.44 "
,OTHER,,"13,491","$1,253,880.25 ","$996,616.03 "
,TOTAL,,"13,924","$1,274,725.74 ","$1,012,580.47 "
13131,SG,,"1,886","$146,055.07 ","$114,801.79 "
,OTHER,,"28,133","$7,693,502.37 ","$6,064,581.34 "
,TOTAL,,"30,019","$7,839,557.44 ","$6,179,383.13 "
