HCPCS,MODIFIER,DESCRIPTION,ALLOWED SERVICES,ALLOWED CHARGES,PAYMENT
,OTHER,,"7,675","$1,814,221.27 ","$1,432,984.07 "
,TOTAL,,"8,356","$2,034,635.07 ","$1,608,166.33 "
11640,OTHER,,"24,659","$2,999,668.40 ","$2,304,525.17 "
,TOTAL,,"24,659","$2,999,668.40 ","$2,304,525.17 "
11641,OTHER,,"89,396","$13,070,239.60 ","$10,130,330.43 "
,TOTAL,,"89,396","$13,070,239.60 ","$10,130,330.43 "
11642,OTHER,,"152,814","$25,758,006.58 ","$20,105,279.46 "
,TOTAL,,"152,814","$25,758,006.58 ","$20,105,279.46 "
11643,OTHER,,"51,275","$10,319,531.30 ","$8,102,001.18 "
,TOTAL,,"51,275","$10,319,531.30 ","$8,102,001.18 "
11644,SG,,"1,603","$504,694.48 ","$400,407.91 "
,OTHER,,"16,671","$4,059,365.32 ","$3,202,845.96 "
,TOTAL,,"18,274","$4,564,059.80 ","$3,603,253.87 "
11646,SG,,"1,117","$338,803.52 ","$269,175.68 "
,OTHER,,"10,654","$3,539,485.33 ","$2,801,916.42 "
,TOTAL,,"11,771","$3,878,288.85 ","$3,071,092.10 "
11719,OTHER,,"1,343,650","$16,508,773.03 ","$12,256,248.90 "
,TOTAL,,"1,343,650","$16,508,773.03 ","$12,256,248.90 "
11720,OTHER,,"1,925,124","$50,696,926.87 ","$37,180,190.81 "
,TOTAL,,"1,925,124","$50,696,926.87 ","$37,180,190.81 "
11721,OTHER,,"6,824,597","$269,865,877.03 ","$197,536,818.46 "
,TOTAL,,"6,824,597","$269,865,877.03 ","$197,536,818.46 "
11730,OTHER,,"679,409","$58,138,920.23 ","$43,783,856.06 "
,TOTAL,,"679,409","$58,138,920.23 ","$43,783,856.06 "
11732,OTHER,,"88,463","$3,669,298.32 ","$2,875,433.71 "
,TOTAL,,"88,463","$3,669,298.32 ","$2,875,433.71 "
11740,OTHER,,"30,549","$987,463.72 ","$751,191.55 "
,TOTAL,,"30,549","$987,463.72 ","$751,191.55 "
11750,OTHER,,"254,084","$36,443,633.33 ","$27,783,446.64 "
,TOTAL,,"254,084","$36,443,633.33 ","$27,783,446.64 "
11752,OTHER,,"2,122","$387,771.69 ","$303,478.72 "
,TOTAL,,"2,122","$387,771.69 ","$303,478.72 "
11755,OTHER,,"22,579","$2,351,220.19 ","$1,824,102.41 "
,TOTAL,,"22,579","$2,351,220.19 ","$1,824,102.41 "
11760,OTHER,,"4,674","$531,542.26 ","$410,823.55 "
,TOTAL,,"4,674","$531,542.26 ","$410,823.55 "
11762,OTHER,,753,"$141,619.99 ","$109,414.79 "
,TOTAL,,753,"$141,619.99 ","$109,414.79 "
11765,OTHER,,"88,066","$7,094,317.04 ","$5,373,172.63 "
,TOTAL,,"88,066","$7,094,317.04 ","$5,373,172.63 "
11770,SG,,64,"$32,339.23 ","$25,351.53 "
,OTHER,,533,"$90,411.74 ","$69,156.69 "
,TOTAL,,597,"$122,750.97 ","$94,508.22 "
11771,SG,,44,"$21,266.95 ","$16,520.06 "
,OTHER,,630,"$221,882.87 ","$173,504.92 "
,TOTAL,,674,"$243,149.82 ","$190,024.98 "
11772,SG,,31,"$15,551.63 ","$12,015.06 "
,OTHER,,409,"$192,092.76 ","$150,005.58 "
,TOTAL,,440,"$207,644.39 ","$162,020.64 "
11900,OTHER,,"124,876","$4,893,261.61 ","$3,584,088.98 "
,TOTAL,,"124,876","$4,893,261.61 ","$3,584,088.98 "
11901,OTHER,,"52,524","$2,807,300.45 ","$2,085,697.80 "
,TOTAL,,"52,524","$2,807,300.45 ","$2,085,697.80 "
11920,OTHER,,247,"$37,610.28 ","$28,388.34 "
,TOTAL,,247,"$37,610.28 ","$28,388.34 "
11921,OTHER,,499,"$101,340.70 ","$76,950.62 "
,TOTAL,,499,"$101,340.70 ","$76,950.62 "
11922,OTHER,,53,"$2,992.75 ","$2,342.73 "
,TOTAL,,53,"$2,992.75 ","$2,342.73 "
11950,OTHER,,43,"$2,381.16 ","$1,904.91 "
,TOTAL,,43,"$2,381.16 ","$1,904.91 "
11951,80'S,,2,$23.70 ,$18.96 
,OTHER,,69,"$2,818.33 ","$2,249.49 "
,TOTAL,,71,"$2,842.03 ","$2,268.45 "
11952,OTHER,,75,"$3,286.16 ","$2,628.94 "
,TOTAL,,75,"$3,286.16 ","$2,628.94 "
11954,OTHER,,53,"$7,401.89 ","$5,921.49 "
,TOTAL,,53,"$7,401.89 ","$5,921.49 "
11960,SG,,5,"$1,773.49 ","$1,079.47 "
,OTHER,,303,"$201,301.00 ","$159,361.26 "
,TOTAL,,308,"$203,074.49 ","$160,440.73 "
11970,SG,,229,"$78,032.09 ","$61,612.99 "
,OTHER,,"1,295","$434,712.74 ","$341,207.51 "
,TOTAL,,"1,524","$512,744.83 ","$402,820.50 "
11971,SG,,48,"$12,395.12 ","$9,633.91 "
,80'S,,4,$80.61 ,$64.48 
,OTHER,,390,"$70,603.77 ","$55,451.36 "
,TOTAL,,442,"$83,079.50 ","$65,149.75 "
11976,OTHER,,12,"$1,516.52 ","$1,125.21 "
,TOTAL,,12,"$1,516.52 ","$1,125.21 "
11980,OTHER,,"3,006","$273,744.36 ","$203,763.72 "
,TOTAL,,"3,006","$273,744.36 ","$203,763.72 "
11981,80'S,,12,$107.02 ,$85.62 
,OTHER,,"13,494","$1,461,934.33 ","$1,140,814.69 "
,TOTAL,,"13,506","$1,462,041.35 ","$1,140,900.31 "
11982,80'S,,1,$9.86 ,$7.89 
,OTHER,,"4,218","$573,900.54 ","$445,171.99 "
,TOTAL,,"4,219","$573,910.40 ","$445,179.88 "
11983,80'S,,3,$44.32 ,$35.46 
,OTHER,,"10,300","$2,221,017.44 ","$1,748,839.76 "
,TOTAL,,"10,303","$2,221,061.76 ","$1,748,875.22 "
12001,OTHER,,"179,914","$18,435,036.76 ","$13,942,996.56 "
,TOTAL,,"179,914","$18,435,036.76 ","$13,942,996.56 "
12002,OTHER,,"138,540","$15,633,190.37 ","$11,902,611.11 "
,TOTAL,,"138,540","$15,633,190.37 ","$11,902,611.11 "
12004,OTHER,,"19,759","$2,590,263.76 ","$2,002,692.15 "
,TOTAL,,"19,759","$2,590,263.76 ","$2,002,692.15 "
12005,SG,,7,"$2,480.28 ","$1,984.23 "
,OTHER,,"5,008","$806,940.31 ","$629,262.05 "
,TOTAL,,"5,015","$809,420.59 ","$631,246.28 "
12006,SG,,2,$660.23 ,$470.93 
,OTHER,,953,"$194,410.80 ","$152,281.98 "
,TOTAL,,955,"$195,071.03 ","$152,752.91 "
12007,OTHER,,373,"$84,285.63 ","$66,449.73 "
,TOTAL,,373,"$84,285.63 ","$66,449.73 "
12011,OTHER,,"88,568","$9,046,097.44 ","$6,979,362.38 "
,TOTAL,,"88,568","$9,046,097.44 ","$6,979,362.38 "
12013,OTHER,,"49,855","$5,819,345.93 ","$4,509,694.33 "
,TOTAL,,"49,855","$5,819,345.93 ","$4,509,694.33 "
12014,OTHER,,"6,220","$867,539.60 ","$675,689.79 "
,TOTAL,,"6,220","$867,539.60 ","$675,689.79 "
12015,OTHER,,"2,917","$511,674.57 ","$401,547.53 "
,TOTAL,,"2,917","$511,674.57 ","$401,547.53 "
12016,OTHER,,460,"$99,300.03 ","$78,287.79 "
,TOTAL,,460,"$99,300.03 ","$78,287.79 "
12017,SG,,1,$419.17 ,$335.34 
,OTHER,,84,"$20,170.48 ","$15,927.84 "
,TOTAL,,85,"$20,589.65 ","$16,263.18 "
12018,SG,,1,$444.76 ,$355.81 
,OTHER,,29,"$8,130.38 ","$6,477.02 "
,TOTAL,,30,"$8,575.14 ","$6,832.83 "
12020,SG,,205,"$64,208.91 ","$50,664.83 "
,OTHER,,"4,794","$907,785.92 ","$713,072.47 "
,TOTAL,,"4,999","$971,994.83 ","$763,737.30 "
12021,SG,,67,"$14,928.40 ","$11,898.02 "
,OTHER,,"5,296","$683,435.79 ","$538,991.62 "
,TOTAL,,"5,363","$698,364.19 ","$550,889.64 "
12031,OTHER,,"49,262","$6,459,148.24 ","$5,041,215.73 "
,TOTAL,,"49,262","$6,459,148.24 ","$5,041,215.73 "
12032,OTHER,,"146,640","$30,805,380.98 ","$24,235,241.23 "
,TOTAL,,"146,640","$30,805,380.98 ","$24,235,241.23 "
12034,SG,,631,"$203,812.76 ","$161,592.38 "
,OTHER,,"18,170","$3,186,901.75 ","$2,508,138.23 "
,TOTAL,,"18,801","$3,390,714.51 ","$2,669,730.61 "
12035,SG,,126,"$39,418.69 ","$31,059.13 "
,OTHER,,"4,644","$1,006,811.76 ","$791,866.55 "
,TOTAL,,"4,770","$1,046,230.45 ","$822,925.68 "
12036,SG,,24,"$7,023.28 ","$5,618.61 "
,OTHER,,"1,098","$257,075.68 ","$203,540.96 "
,TOTAL,,"1,122","$264,098.96 ","$209,159.57 "
12037,SG,,6,"$2,327.04 ","$1,568.72 "
,80'S,,5,$190.06 ,$152.04 
,OTHER,,523,"$133,627.98 ","$104,652.95 "
,TOTAL,,534,"$136,145.08 ","$106,373.71 "
12041,OTHER,,"18,319","$2,675,198.83 ","$2,081,709.65 "
,TOTAL,,"18,319","$2,675,198.83 ","$2,081,709.65 "
12042,OTHER,,"36,483","$7,081,798.46 ","$5,556,788.74 "
,TOTAL,,"36,483","$7,081,798.46 ","$5,556,788.74 "
12044,SG,,108,"$29,897.77 ","$23,918.17 "
,OTHER,,"2,491","$426,044.43 ","$332,409.13 "
,TOTAL,,"2,599","$455,942.20 ","$356,327.30 "
12045,SG,,14,"$3,965.61 ","$2,818.27 "
,OTHER,,443,"$90,523.11 ","$70,972.34 "
,TOTAL,,457,"$94,488.72 ","$73,790.61 "
12046,SG,,2,$481.87 ,$385.49 
,OTHER,,130,"$30,094.38 ","$23,621.92 "
,TOTAL,,132,"$30,576.25 ","$24,007.41 "
12047,SG,,1,$211.14 ,$168.91 
,80'S,,4,$86.93 ,$69.56 
,OTHER,,59,"$14,419.05 ","$11,535.27 "
,TOTAL,,64,"$14,717.12 ","$11,773.74 "
12051,OTHER,,"63,787","$10,618,649.51 ","$8,344,499.30 "
,TOTAL,,"63,787","$10,618,649.51 ","$8,344,499.30 "
12052,OTHER,,"74,374","$13,063,956.95 ","$10,301,479.84 "
,TOTAL,,"74,374","$13,063,956.95 ","$10,301,479.84 "
12053,OTHER,,"9,608","$1,723,362.24 ","$1,360,126.42 "
,TOTAL,,"9,608","$1,723,362.24 ","$1,360,126.42 "
12054,SG,,256,"$70,713.08 ","$56,095.25 "
,OTHER,,"3,573","$701,754.40 ","$554,786.04 "
,TOTAL,,"3,829","$772,467.48 ","$610,881.29 "
12055,SG,,22,"$6,248.49 ","$4,998.78 "
,OTHER,,539,"$130,149.65 ","$102,685.90 "
,TOTAL,,561,"$136,398.14 ","$107,684.68 "
12056,SG,,1,$205.95 ,$164.76 
,OTHER,,75,"$22,315.44 ","$17,825.38 "
,TOTAL,,76,"$22,521.39 ","$17,990.14 "
12057,SG,,5,"$1,687.90 ","$1,329.60 "
,80'S,,1,$34.01 ,$27.21 
,OTHER,,67,"$21,177.29 ","$16,817.44 "
,TOTAL,,73,"$22,899.20 ","$18,174.25 "
13100,SG,,239,"$89,411.55 ","$70,545.09 "
,OTHER,,"3,960","$903,227.52 ","$709,862.61 "
,TOTAL,,"4,199","$992,639.07 ","$780,407.70 "
13101,SG,,"2,366","$1,089,335.47 ","$862,755.83 "
,OTHER,,"37,349","$10,810,281.81 ","$8,532,021.47 "
,TOTAL,,"39,715","$11,899,617.28 ","$9,394,777.30 "
13102,OTHER,,"10,808","$894,445.64 ","$709,169.19 "
,TOTAL,,"10,808","$894,445.64 ","$709,169.19 "
13120,SG,,397,"$150,065.12 ","$118,784.33 "
,OTHER,,"5,687","$1,422,992.45 ","$1,120,557.59 "
,TOTAL,,"6,084","$1,573,057.57 ","$1,239,341.92 "
13121,SG,,"3,712","$1,749,522.74 ","$1,384,441.06 "
,OTHER,,"54,736","$17,467,205.92 ","$13,799,375.34 "
,TOTAL,,"58,448","$19,216,728.66 ","$15,183,816.40 "
13122,OTHER,,"11,445","$1,119,007.86 ","$889,167.10 "
,TOTAL,,"11,445","$1,119,007.86 ","$889,167.10 "
13131,SG,,"1,830","$695,278.80 ","$552,150.40 "
,OTHER,,"25,405","$7,139,322.27 ","$5,635,902.75 "
,TOTAL,,"27,235","$7,834,601.07 ","$6,188,053.15 "
13132,SG,,"9,009","$4,312,889.01 ","$3,420,944.34 "
,80'S,,1,$34.32 ,$27.47 
,OTHER,,"123,316","$52,024,062.27 ","$41,169,138.64 "
,TOTAL,,"132,326","$56,336,985.60 ","$44,590,110.45 "
13133,OTHER,,"8,846","$1,248,592.18 ","$990,453.46 "
,TOTAL,,"8,846","$1,248,592.18 ","$990,453.46 "
13150,SG,,382,"$178,122.61 ","$141,753.03 "
,OTHER,,"2,709","$771,507.31 ","$608,328.54 "
,TOTAL,,"3,091","$949,629.92 ","$750,081.57 "
13151,SG,,"2,114","$1,009,164.83 ","$798,615.64 "
,OTHER,,"24,596","$7,949,493.84 ","$6,280,876.36 "
,TOTAL,,"26,710","$8,958,658.67 ","$7,079,492.00 "
13152,SG,,"2,787","$1,330,240.79 ","$1,055,186.77 "
,OTHER,,"32,823","$14,403,706.01 ","$11,388,011.30 "
,TOTAL,,"35,610","$15,733,946.80 ","$12,443,198.07 "
13153,OTHER,,"1,209","$182,029.14 ","$144,457.46 "
,TOTAL,,"1,209","$182,029.14 ","$144,457.46 "
13160,SG,,470,"$187,548.17 ","$148,990.15 "
,80'S,,2,$223.50 ,$178.80 
,OTHER,,"11,280","$6,707,670.83 ","$5,319,174.79 "
,TOTAL,,"11,752","$6,895,442.50 ","$5,468,343.74 "
14000,SG,,"1,289","$471,968.88 ","$373,828.78 "
,OTHER,,"9,765","$4,443,607.42 ","$3,511,014.50 "
,TOTAL,,"11,054","$4,915,576.30 ","$3,884,843.28 "
14001,SG,,789,"$340,384.33 ","$269,203.62 "
,OTHER,,"6,981","$4,239,308.76 ","$3,349,918.83 "
,TOTAL,,"7,770","$4,579,693.09 ","$3,619,122.45 "
14020,SG,,"2,915","$1,364,482.27 ","$1,082,189.72 "
,OTHER,,"19,379","$10,085,109.69 ","$7,985,324.13 "
,TOTAL,,"22,294","$11,449,591.96 ","$9,067,513.85 "
14021,SG,,"1,514","$711,658.93 ","$564,813.22 "
,OTHER,,"11,365","$8,399,040.75 ","$6,660,708.57 "
,TOTAL,,"12,879","$9,110,699.68 ","$7,225,521.79 "
14040,SG,,"11,350","$4,071,074.28 ","$3,226,549.09 "
,OTHER,,"78,645","$45,946,071.70 ","$36,374,338.23 "
,TOTAL,,"89,995","$50,017,145.98 ","$39,600,887.32 "
14041,SG,,"3,552","$1,641,515.86 ","$1,302,130.18 "
,OTHER,,"28,676","$23,307,133.79 ","$18,491,966.27 "
,TOTAL,,"32,228","$24,948,649.65 ","$19,794,096.45 "
14060,SG,,"15,209","$6,931,201.47 ","$5,491,188.07 "
,OTHER,,"93,016","$58,110,967.79 ","$46,016,567.39 "
